code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
300047,天源迪科,0.0249,0.0114,0.5107,0.0393,4.0237
300022,吉峰科技,0.0248,0.027000000000000003,3.7951,0.0334,3.3578
600422,昆药集团,0.0248,0.0191,0.4625,0.0466,5.5894
002066,瑞泰科技,0.0247,0.0174,1.6398,0.0228,2.4322
600682,南京新百,0.0247,0.0123,,0.0339,3.6376
603609,禾丰牧业,0.0242,0.0406,0.5958,0.1022,10.4654
002012,凯恩股份,0.0242,0.0111,0.7452,0.0415,4.8215
600587,新华医疗,0.024,0.0135,0.7522,0.0202,2.1947
603601,再升科技,0.024,0.0088,0.166,0.0205,2.6244
002588,史丹利,0.0239,0.0135,0.5165,0.0326,3.5006
600635,大众公用,0.0238,0.0044,0.2284,0.0073,1.5497
000785,武汉中商,0.0238,0.0267,0.5459,0.0544,6.3755
300576,容大感光,0.0237,0.013999999999999999,0.2367,0.0736,7.7486
002216,三全食品,0.0237,0.0253,1.1081,0.0541,6.0733
300232,洲明科技,0.0236,0.0126,0.2284,0.0208,2.3022
002428,云南锗业,0.0236,0.0038,0.8288,0.0179,1.9503
002712,思美传媒,0.0235,0.019,0.4808,0.0589,5.9037
002655,共达电声,0.0233,0.0132,3.2867,0.0238,2.44
002667,鞍重股份,0.0232,0.0034,0.1738,0.0211,2.4378
000800,一汽轿车,0.0232,0.0256,1.6431,0.0489,5.3022
000637,茂化实华,0.0231,0.0547,2.2179,0.19399999999999998,22.1882
300421,力星股份,0.0226,0.0081,0.2255,0.0381,4.1786
600797,浙大网新,0.0223,0.0081,0.3043,0.0279,2.9091
002612,朗姿股份,0.0221,0.0054,0.1893,0.0117,1.3983
600293,三峡新材,0.0221,0.0279,0.7317,0.0618,6.6498
000676,智度股份,0.0221,0.016,0.2152,0.0601,6.0404
603076,乐惠国际,0.022000000000000002,0.0081,0.2751,0.0139,1.3933
002194,*ST凡谷,0.0219,0.0104,,0.0525,5.6469
000816,*ST慧业,0.0215,0.0042,,0.0101,1.069
002705,新宝股份,0.0215,0.0187,0.3738,0.0403,4.0306
002183,怡亚通,0.0214,0.0259,2.8685,0.0326,3.5215
002100,天康生物,0.0214,0.0117,0.3162,0.0223,3.4353
600742,一汽富维,0.0213,0.0232,0.4275,0.0571,6.1411
002187,广百股份,0.0211,0.0252,0.7086,0.0685,7.053999999999999
000153,丰原药业,0.0208,0.0156,0.8231,0.0274,2.835
300463,迈克生物,0.0208,0.0094,0.1063,0.026000000000000002,3.2229
300632,光莆股份,0.0206,0.0118,0.1425,0.0351,3.5492
002385,大北农,0.0206,0.015,0.6956,0.0344,3.7858
300383,光环新网,0.0205,0.0081,0.1835,0.0199,3.8224
603313,梦百合,0.0205,0.0153,0.3688,0.0372,3.7823
002796,世嘉科技,0.0204,0.0093,0.6531,0.0326,3.3231
002423,中原特钢,0.0203,0.0047,,0.0085,0.9692
000936,华西股份,0.0203,0.0037,0.1381,0.0064,2.0171
002567,唐人神,0.0203,0.0347,1.2599,0.0911,10.4447
002166,莱茵生物,0.0201,0.0038,0.1184,0.0071,0.797
002917,金奥博,0.0199,0.0069,0.1029,0.0444,5.1189
002487,大金重工,0.0199,0.0049,0.3183,0.0122,1.5342
300539,横河模具,0.0199,0.0083,0.626,0.0148,1.9256
002532,新界泵业,0.0198,0.0108,0.198,0.0351,3.5906
300378,鼎捷软件,0.0198,0.0096,0.3403,0.0274,2.7495
002333,罗普斯金,0.0198,0.01,,0.1052,11.1183
002435,长江润发,0.0196,0.0082,0.2332,0.0263,3.2642
600143,金发科技,0.0196,0.0162,0.5515,0.0302,4.1469
002349,精华制药,0.0195,0.0053,0.0945,0.0259,4.167
002324,普利特,0.0194,0.0133,0.5445,0.0335,3.5051
600839,四川长虹,0.0194,0.0156,2.3735,0.0222,2.3502
002931,锋龙股份,0.0192,0.0081,0.1381,0.0556,5.5595
002671,龙泉股份,0.0192,0.0041,0.8391,0.0105,1.1345
002218,拓日新能,0.0192,0.0023,0.2002,0.0042,0.5623
300237,美晨生态,0.019,0.0056,0.1277,0.0095,1.1244
600664,哈药股份,0.019,0.0129,0.5356,0.0278,3.0848
000407,胜利股份,0.019,0.0096,0.4228,0.0171,2.0642
601718,际华集团,0.019,0.01,1.7844,0.0242,4.7364
601717,郑煤机,0.0188,0.0132,0.4558,0.0239,3.2865
300428,四通新材,0.0188,0.0172,0.2936,0.0592,6.269
002552,*ST宝鼎,0.0187,0.0047,0.1628,0.0148,1.6748
300472,新元科技,0.0187,0.0039,0.2721,0.0159,1.6577
000498,山东路桥,0.0186,0.0089,0.541,0.0116,1.4535
002927,泰永长征,0.0186,0.0055,0.0969,0.0371,4.4167
300267,尔康制药,0.0186,0.0048,0.098,0.0924,11.6531
000625,长安汽车,0.0185,0.0098,0.7889,0.0193,2.2354
300690,双一科技,0.0184,0.0063,0.08900000000000001,0.048,4.7998
002139,拓邦股份,0.0183,0.012,0.2257,0.0279,2.8168
002644,佛慈制药,0.0183,0.0031,0.1297,0.0078,2.2029
000521,长虹美菱,0.0182,0.015,3.6641,0.0221,2.3056
300468,四方精创,0.0182,0.0048,0.1063,0.0313,3.1625
000881,中广核技,0.0181,0.0074,0.3658,0.015,1.8107
002584,西陇科学,0.0181,0.0152,0.6885,0.0372,4.8453
000028,国药一致,0.0178,0.02,0.5582,0.0384,3.9131
601019,山东出版,0.0178,0.0082,0.1039,0.024,3.3254
002505,大康农业,0.0175,0.0132,1.7908,0.0219,2.7510000000000003
000811,冰轮环境,0.0175,0.0073,0.2113,0.015,1.6048
300621,维业股份,0.0174,0.013000000000000001,0.4097,0.0212,2.1323
603709,中源家居,0.0174,0.0129,0.2244,0.0382,3.8247
603663,三祥新材,0.0172,0.0109,0.1195,0.0397,4.5036
300246,宝莱特,0.0171,0.0114,0.1693,0.0352,4.8263
002743,富煌钢构,0.017,0.0061,0.6097,0.0089,1.0727
600335,国机汽车,0.0169,0.0227,1.1752,0.0337,3.9237
600502,安徽水利,0.0168,0.0061,0.9677,0.0071,0.9043
300276,三丰智能,0.0167,0.0041,0.1153,0.0136,1.4141
600882,广泽股份,0.0166,0.0049,,0.0091,2.2718
300321,同大股份,0.0165,0.0076,0.3115,0.0435,4.9544
600327,大东方,0.0165,0.0223,0.4339,0.0539,6.2026
000418,小天鹅A,0.0164,0.0146,0.1901,0.0273,2.7356
600770,综艺股份,0.0164,0.001,0.0797,0.0047,0.5482
600469,风神股份,0.0163,0.0098,41.0666,0.013000000000000001,1.5233
601388,怡球资源,0.0163,0.0155,0.9924,0.032,3.8711
600060,海信电器,0.016,0.0144,0.9996,0.0319,3.7466
002165,红宝丽,0.0158,0.0085,1.1956,0.0148,1.8494
603161,科华控股,0.0158,0.005,0.20600000000000002,0.0085,1.3734
300599,雄塑科技,0.0158,0.0122,0.1365,0.0604,6.9858
601567,三星医疗,0.0158,0.0044,0.1603,0.0087,1.2572
002022,科华生物,0.0158,0.0067,0.1044,0.0227,3.6458
300049,福瑞股份,0.0156,0.0042,0.1177,0.0168,5.2422
300118,东方日升,0.0155,0.0059,0.5008,0.011000000000000001,1.3021
000815,美利云,0.0155,0.0042,0.3612,0.0143,1.9789
002711,欧浦智网,0.0154,0.0205,0.3611,0.0444,4.4982
300458,全志科技,0.0154,0.0063,0.1129,0.0528,5.7273
000856,冀东装备,0.0154,0.0102,1.8278,0.0133,1.3592
600110,诺德股份,0.0153,0.0038,0.326,0.0056,0.7319
000680,山推股份,0.0153,0.0096,1.0087,0.0153,1.9258
300210,森远股份,0.0153,0.0022,0.2094,0.0049,0.5508
600392,盛和资源,0.015,0.009000000000000001,0.2442,0.0238,2.7402
300109,新开源,0.0149,0.0033,0.0879,0.008,0.8274
002044,美年健康,0.0148,0.0057,0.1726,0.0105,1.4528
603611,诺力股份,0.0148,0.0077,0.1673,0.0148,1.504
300705,九典制药,0.0147,0.0098,0.1863,0.0524,6.6653
002909,集泰股份,0.0147,0.0113,0.9543,0.023,2.3536
601607,上海医药,0.0147,0.0139,0.43799999999999994,0.022000000000000002,2.3494
600487,亨通光电,0.0146,0.0096,0.1613,0.0149,1.6433
601126,四方股份,0.0145,0.0058,0.2294,0.02,2.0521
300086,康芝药业,0.0145,0.0041,0.1905,0.0159,1.9982
603829,洛凯股份,0.0142,0.0062,0.1649,0.0212,2.1294
603268,松发股份,0.0142,0.0049,0.1206,0.0103,1.6052
300084,海默科技,0.013999999999999999,0.0015,,0.0039,0.5513
002144,宏达高科,0.0137,0.0029,0.0737,0.0206,2.4785
002840,华统股份,0.0136,0.0251,0.4906,0.0786,12.3117
300066,三川智慧,0.0136,0.0036,0.0784,0.0353,4.1274
603606,东方电缆,0.0136,0.0096,0.2585,0.0211,2.1584
000559,万向钱潮,0.0135,0.0096,0.1924,0.0173,2.2175
300507,苏奥传感,0.0134,0.0054,0.0792,0.0335,3.5436
002877,智能自控,0.0134,0.0039,0.0999,0.0106,1.1203
603337,杰克股份,0.0133,0.0107,0.1154,0.0276,3.3562
603396,金辰股份,0.0132,0.0041,0.106,0.0084,0.841
600382,广东明珠,0.013000000000000001,0.0009,0.0202,0.0059,1.2701
002865,钧达股份,0.0127,0.0054,0.2365,0.011000000000000001,1.1702
300686,智动力,0.0126,0.0052,0.5812,0.0128,1.4449
002731,萃华珠宝,0.0124,0.0081,0.8343,0.0136,1.3742
002722,金轮股份,0.0124,0.0077,0.2285,0.0222,2.2556
600686,金龙汽车,0.0124,0.0061,1.4422,0.0075,0.8567
600939,重庆建工,0.0124,0.0061,1.73,0.006999999999999999,0.8028
300120,经纬辉开,0.0122,0.0066,0.1904,0.0218,2.4313
603010,万盛股份,0.0122,0.0069,0.1037,0.0163,2.1742
600976,健民集团,0.0122,0.0116,0.2679,0.0364,3.7832
600175,美都能源,0.0121,0.0028,1.4282,0.0065,0.6788
603345,安井食品,0.0121,0.0088,0.1804,0.0172,2.1581
000949,新乡化纤,0.012,0.0053,0.4606,0.0102,1.9112
000034,神州数码,0.0118,0.0254,1.8164,0.0299,3.1292
002906,华阳集团,0.0118,0.0066,0.7807,0.0279,2.9130000000000003
000096,广聚能源,0.0118,0.0056,0.1488,0.0884,10.2105
002725,跃岭股份,0.0116,0.0067,0.2939,0.0345,3.5741
300453,三鑫医疗,0.0116,0.0058,0.1503,0.0275,2.8603
600287,江苏舜天,0.0115,0.0141,0.5139,0.0379,4.3641
300494,盛天网络,0.0111,0.0037,0.0783,0.0345,3.4515
300195,长荣股份,0.0108,0.0019,0.0865,0.0063,0.7802
300055,万邦达,0.0107,0.0015,0.0492,0.0065,0.7356
600539,*ST狮头,0.0107,0.0013,0.0589,0.0122,1.2235
603667,五洲新春,0.0107,0.0049,0.1247,0.0132,1.4285
600398,海澜之家,0.0105,0.0048,0.0519,0.0084,1.064
300019,硅宝科技,0.0104,0.0061,0.2948,0.0229,2.5692
000798,中水渔业,0.0104,0.0042,0.0763,0.017,1.963
300385,雪浪环境,0.0104,0.0029,0.1398,0.0059,0.6016
002921,联诚精密,0.0104,0.0042,0.1297,0.0095,1.2857
600623,华谊集团,0.0102,0.0082,0.2076,0.0162,1.8138
603656,泰禾光电,0.0102,0.0032,0.0474,0.0283,3.0436
600648,外高桥,0.0101,0.0018,0.0817,0.0028,0.3992
002281,光迅科技,0.01,0.0061,0.1483,0.0137,1.4637
603839,安正时尚,0.01,0.0036,0.0472,0.0218,2.7524
603600,永艺股份,0.0097,0.01,0.2185,0.0328,3.2866
002470,金正大,0.0097,0.0098,0.1917,0.0233,2.7365
601952,苏垦农发,0.0096,0.0046,0.0688,0.0269,3.2379
002433,太安堂,0.0095,0.0026,0.1374,0.0067,1.0708
002640,跨境通,0.0094,0.0118,0.1798,0.0292,3.5205
600202,*ST哈空,0.0093,0.0023,0.335,0.0037,0.3773
600739,辽宁成大,0.0092,0.0036,0.1598,0.0088,1.3176
600592,龙溪股份,0.0091,0.0028,0.0906,0.0092,1.4509
002645,华宏科技,0.0091,0.005,0.1035,0.0171,1.7559
000716,黑芝麻,0.0091,0.004,0.4444,0.0086,0.9447
002116,中国海诚,0.009000000000000001,0.0066,0.1937,0.0096,0.9691
000420,吉林化纤,0.009000000000000001,0.0024,0.1312,0.0039,0.42
600550,保变电气,0.0088,0.0025,,0.0032,0.3343
603586,金麒麟,0.0087,0.0032,0.1152,0.0133,1.4223
002274,华昌化工,0.0086,0.006,0.3178,0.0101,1.1234
601969,海南矿业,0.0085,0.0012,,0.0031,0.4018
600320,振华重工,0.0084,0.0018,0.7599,0.0024,0.3807
600711,盛屯矿业,0.0084,0.0117,0.3706,0.0239,3.2296
000732,泰禾集团,0.0083,0.0007,0.076,0.0008,0.1303
002157,正邦科技,0.0082,0.0073,9.1939,0.0109,1.6193
300618,寒锐钴业,0.008,0.0052,0.0247,0.0113,1.6799
000905,厦门港务,0.0079,0.0091,0.9499,0.0157,2.4029
002370,亚太药业,0.0079,0.0023,0.0449,0.01,2.9237
600513,联环药业,0.0076,0.0045,0.0963,0.0186,2.197
002598,山东章鼓,0.0075,0.0038,0.0827,0.0099,1.0299
300363,博腾股份,0.0075,0.0015,0.0678,0.0052,0.8327
002565,顺灏股份,0.0075,0.0029,0.1466,0.0078,1.093
002456,欧菲科技,0.0074,0.0058,0.1683,0.0079,1.0666
600710,苏美达,0.006999999999999999,0.0096,0.4479,0.0116,1.2873
603928,兴业股份,0.006999999999999999,0.0054,0.0737,0.0279,2.9648
002154,报喜鸟,0.0067,0.0033,0.2088,0.0093,1.0032
300114,中航电测,0.0064,0.0032,0.0423,0.0114,1.1768
600552,凯盛科技,0.0064,0.0024,0.1692,0.0043,0.6257
000788,北大医药,0.0064,0.0049,0.2739,0.0116,1.1651
600866,星湖科技,0.0063,0.0029,0.1271,0.0087,1.2488
002011,盾安环境,0.0063,0.0036,3.4855,0.0057,0.7177
600525,长园集团,0.0062,0.0015,0.0264,0.0025,0.3577
600373,中文传媒,0.0062,0.0024,0.0461,0.0054,0.5952
600731,湖南海利,0.006,0.0029,0.258,0.0061,0.8506
601949,中国出版,0.006,0.0017,0.0821,0.004,0.5499
000301,东方盛虹,0.006,0.0035,0.1235,0.0081,0.9626
603378,亚士创能,0.0059,0.0028,0.1308,0.0059,0.7859999999999999
300439,美康生物,0.0057,0.003,0.0626,0.006,0.6908
603790,雅运股份,0.0057,0.0035,0.0386,0.0309,3.1046
600366,宁波韵升,0.0056,0.0016,0.13,0.0081,0.8362
600352,浙江龙盛,0.0056,0.0016,0.0241,0.0027,0.6866
600894,广日股份,0.0054,0.0023,0.0836,0.0089,0.8968
000901,航天科技,0.0052,0.0034,0.33299999999999996,0.0093,1.3434
300486,东杰智能,0.0051,0.0012,0.0494,0.0031,0.3482
600612,老凤祥,0.0049,0.0109,0.1388,0.0193,2.1894
600612,老凤祥,0.0049,0.0109,0.1388,0.0193,2.1894
000719,中原传媒,0.0049,0.0025,0.0601,0.0071,0.8353
600847,万里股份,0.0048,0.0023,,0.0125,1.2738
002228,合兴包装,0.0047,0.0053,0.0735,0.0089,0.9778
600169,太原重工,0.0046,0.0006,3.4759,0.0007,0.0804
002264,新华都,0.0046,0.0063,10.8475,0.0113,1.1463
002878,元隆雅图,0.0045,0.0041,0.0445,0.0175,1.7684
300307,慈星股份,0.0045,0.0012,0.0418,0.005,0.6346
002310,东方园林,0.0044,0.001,0.0438,0.0015,0.1632
002342,巨力索具,0.0044,0.0014,0.3569,0.0033,0.4161
002383,合众思壮,0.0044,0.0017,0.0637,0.003,0.3325
600446,金证股份,0.0043,0.0037,0.1866,0.0074,0.9009
000980,众泰汽车,0.0043,0.0018,0.1374,0.004,0.4309
601015,陕西黑猫,0.0041,0.0021,0.1122,0.0044,0.505
600826,兰生股份,0.0039,0.0021,0.0366,0.0075,0.8282
603985,恒润股份,0.0038,0.0022,0.032,0.0095,0.9692
002719,麦趣尔,0.0038,0.0012,0.0682,0.006,0.6235
603619,中曼石油,0.0038,0.0009,0.0505,0.0021,0.2297
300249,依米康,0.0037,0.0012,0.057,0.0018,0.2087
002073,软控股份,0.0037,0.0007,0.1025,0.0016,0.2304
000572,海马汽车,0.0037,0.0012,,0.003,0.3276
601700,风范股份,0.0036,0.0015,0.1583,0.0043,0.4349
002863,今飞凯达,0.0035,0.0016,0.1235,0.0021,0.22
300702,天宇股份,0.0034,0.0015,0.0433,0.0035,0.3656
000751,锌业股份,0.0033,0.0041,0.3548,0.0086,0.8941
600769,祥龙电业,0.0032,0.0007,0.0262,0.0011,0.1121
002563,森马服饰,0.003,0.0019,0.0231,0.0066,0.7511
002857,三晖电气,0.0029,0.0006,0.0227,0.0024,0.2411
600820,隧道股份,0.0028,0.0009,0.0518,0.0013,0.1862
600725,ST云维,0.0028,0.006,0.1349,0.0335,8.3164
600448,华纺股份,0.0028,0.0019,0.2491,0.0032,0.3507
002512,达华智能,0.0027,0.0008,,0.0013,0.1575
600841,上柴股份,0.0027,0.0012,0.0787,0.0025,0.266
002077,大港股份,0.0026,0.0003,,0.0006,0.0714
300034,钢研高纳,0.0026,0.0008,0.0193,0.0033,0.4195
300597,吉大通信,0.0024,0.0006,0.025,0.0025,0.2451
002519,银河电子,0.0024,0.0005,0.0207,0.0021,0.2215
300489,中飞股份,0.0024,0.0004,0.302,0.0014,0.2703
002277,友阿股份,0.0022,0.0009,0.0623,0.0017,0.3398
603777,来伊份,0.0022,0.0023,0.4634,0.0078,0.8366
002575,群兴玩具,0.002,0.0,0.0045,0.0021,0.3066
002042,华孚时尚,0.002,0.0012,0.0286,0.0021,0.2222
002646,青青稞酒,0.0019,0.0007,0.0217,0.005,0.5204
002061,浙江交科,0.0018,0.0012,0.0334,0.0016,0.1693
002009,天奇股份,0.0018,0.0008,0.0324,0.0013,0.1335
600129,太极集团,0.0016,0.001,0.0728,0.0014,0.1749
000850,华茂股份,0.0015,0.0004,0.0242,0.0009,0.1429
000017,深中华A,0.0012,0.0017,0.0989,0.0024,0.2441
300122,智飞生物,0.0011,0.0006,0.0035,0.0016,0.1634
603803,瑞斯康达,0.0008,0.0004,0.0176,0.0013,0.1258
002537,海联金汇,0.0008,0.0003,0.0107,0.0009,0.0968
300094,国联水产,0.0008,0.0006,0.012,0.0011,0.1359
600626,申达股份,0.0004,0.0004,0.0372,0.0006,0.0995
300226,上海钢联,0.0004,0.0023,0.1678,0.0029,0.2903
300473,德尔股份,0.0004,0.0002,0.0073,0.0004,0.0521
000039,中集集团,0.0003,0.0002,0.0082,0.0002,0.0326
300042,朗科科技,0.0002,0.0001,0.0029,0.0026,0.2644
600558,大西洋,-0.0004,-0.0003,-0.0108,-0.0009,-0.09
600478,科力远,-0.0004,-0.0001,-0.2912,-0.0002,-0.0343
300675,建科院,-0.0005,-0.0001,-0.0415,-0.0003,-0.0373
300063,天龙集团,-0.0006,-0.001,-0.0314,-0.0024,-0.2465
002692,睿康股份,-0.0008,-0.0006,-0.0528,-0.0011,-0.1129
600694,大商股份,-0.0013,-0.0014,-0.0289,-0.0025,-0.2933
002239,奥特佳,-0.0014,-0.0005,-0.0105,-0.0015,-0.1722
300393,中来股份,-0.0014,-0.0004,-0.0173,-0.0008,-0.1329
002311,海大集团,-0.0015,-0.0027,-0.0364,-0.0049,-0.552
600500,中化国际,-0.0015,-0.0011,-0.0398,-0.0018,-0.2298
600462,九有股份,-0.0016,-0.0009,,-0.001,-0.0969
603768,常青股份,-0.0016,-0.0008,-0.0325,-0.002,-0.2267
002613,北玻股份,-0.0017,-0.0008,-0.0181,-0.0031,-0.3502
000597,东北制药,-0.0023,-0.0011,-0.0803,-0.0015,-0.1905
000566,海南海药,-0.0026,-0.0005,-0.0238,-0.001,-0.1914
002641,永高股份,-0.0028,-0.0021,-0.0646,-0.0046,-0.4905
000404,长虹华意,-0.0029,-0.002,-0.1372,-0.0034,-0.3534
603822,嘉澳环保,-0.003,-0.0017,-0.0566,-0.0037,-0.6243
600704,物产中大,-0.003,-0.0065,-0.2396,-0.0089,-1.0018
300607,拓斯达,-0.003,-0.0016,-0.0197,-0.0033,-0.4128
603100,川仪股份,-0.0031,-0.0015,-0.048,-0.0026,-0.3131
601231,环旭电子,-0.0032,-0.0036,-0.0911,-0.0068,-0.6837
601002,晋亿实业,-0.0033,-0.0016,-0.0629,-0.0037,-0.5899
603223,恒通股份,-0.0033,-0.0072,-0.1911,-0.019,-1.9853
002716,金贵银业,-0.0037,-0.0033,-0.1341,-0.0057,-0.9149
002335,科华恒盛,-0.0039,-0.0013,-0.0683,-0.0027,-0.4171
600857,宁波中百,-0.004,-0.0034,-0.0934,-0.0045,-1.9708
603477,振静股份,-0.004,-0.0014,-0.0393,-0.0038,-0.3829
002758,华通医药,-0.0042,-0.0033,-0.1909,-0.0058,-0.7495
000657,中钨高新,-0.0046,-0.0036,-0.1751,-0.0075,-0.9690000000000001
002779,中坚科技,-0.0049,-0.0018,-0.1385,-0.0085,-0.8539
601098,中南传媒,-0.005,-0.0015,-0.0321,-0.0049,-0.5094
603990,麦迪科技,-0.0052,-0.0013,-0.0736,-0.0038,-0.3883
600521,华海药业,-0.0052,-0.002,-0.0712,-0.0042,-0.5903
601766,中国中车,-0.0054,-0.0018,-0.0841,-0.0029,-0.3174
603227,雪峰科技,-0.0056,-0.003,-0.0962,-0.0068,-1.0049
002171,楚江新材,-0.0057,-0.0108,-0.1783,-0.0353,-3.6888
000533,万家乐,-0.0057,-0.0138,,-0.0319,-3.2138
000733,振华科技,-0.0058,-0.0026,-0.1167,-0.0048,-0.6329
000982,*ST中绒,-0.006,-0.0009,,-0.001,-0.1174
300116,坚瑞沃能,-0.0061,-0.001,,-0.0011,-0.1206
600822,上海物贸,-0.0062,-0.0162,-0.6643,-0.0245,-2.6633
600249,两面针,-0.0062,-0.0021,,-0.0062,-0.7661
300088,长信科技,-0.0064,-0.0051,-0.0742,-0.011000000000000001,-1.2126
603779,威龙股份,-0.0064,-0.0018,-0.1017,-0.0061,-0.664
002337,赛象科技,-0.0064,-0.0011,,-0.0056,-0.6042
603988,中电电机,-0.0067,-0.0024,-0.055999999999999994,-0.0092,-0.9222
000523,广州浪奇,-0.0069,-0.0094,-3.1347,-0.0133,-1.3423
002135,东南网架,-0.0071,-0.0042,-0.2824,-0.0068,-0.6843
002379,宏创控股,-0.0073,-0.0056,-0.9651,-0.043,-4.2954
600459,贵研铂业,-0.0076,-0.0162,-0.7227,-0.0251,-3.4549
002082,万邦德,-0.0078,-0.0305,-1.0704,-0.0866,-8.9206
600089,特变电工,-0.0078,-0.0024,-0.0948,-0.004,-0.5863
002703,浙江世宝,-0.008,-0.0034,,-0.0119,-1.3082
603725,天安新材,-0.008,-0.0044,-0.1391,-0.0114,-1.2382
002339,积成电子,-0.0083,-0.0026,-0.2242,-0.0057,-0.7066
002055,得润电子,-0.0083,-0.0045,-0.4893,-0.0065,-0.7588
002629,仁智股份,-0.0084,-0.0226,,-0.0735,-7.3494
002396,星网锐捷,-0.0084,-0.0079,-0.087,-0.0205,-2.1223
603336,宏辉果蔬,-0.0086,-0.0049,-0.0835,-0.0349,-3.6262
002164,宁波东力,-0.0087,-0.0118,,-0.0121,-1.2846
300238,冠昊生物,-0.0089,-0.0016,-0.1388,-0.0049,-0.8534
300214,日科化学,-0.0091,-0.0054,-0.1091,-0.0736,-7.5033
300214,日科化学,-0.0091,-0.0054,-0.1091,-0.0736,-7.5033
300640,德艺文创,-0.0092,-0.0102,-0.1395,-0.0446,-4.7879
000004,国农科技,-0.0095,-0.0073,,-0.0178,-1.8329
000837,秦川机床,-0.0095,-0.0025,,-0.0041,-0.6577
002788,鹭燕医药,-0.0096,-0.0135,-0.5814,-0.0185,-1.9486
000595,宝塔实业,-0.0096,-0.0015,,-0.0026,-0.3438
000698,沈阳化工,-0.0098,-0.0074,-0.6888,-0.013999999999999999,-1.6619
600242,中昌数据,-0.0098,-0.005,-0.2041,-0.0104,-1.4734
000920,南方汇通,-0.0099,-0.0036,-0.0946,-0.0069,-1.4499
600039,四川路桥,-0.01,-0.0032,-0.4297,-0.0039,-0.7958
600619,海立股份,-0.01,-0.0066,-0.3477,-0.0103,-1.0942
002511,中顺洁柔,-0.0103,-0.0078,-0.1345,-0.0203,-2.356
300184,力源信息,-0.0105,-0.0128,-0.2817,-0.039,-3.9224
002504,弘高创意,-0.0105,-0.0018,-0.6801,-0.0022,-0.2188
002376,新北洋,-0.0108,-0.0041,-0.0679,-0.0144,-1.4715
002542,中化岩土,-0.0108,-0.0031,-0.1547,-0.0058,-0.6854
000700,模塑科技,-0.011000000000000001,-0.0053,-5.3667,-0.0081,-1.1092
600292,远达环保,-0.011000000000000001,-0.003,-0.2417,-0.0072,-0.8099
600439,瑞贝卡,-0.0114,-0.0036,-0.0907,-0.0086,-2.0655
600228,ST昌九,-0.0116,-0.0156,-0.3166,-0.0288,-3.6565
002852,道道全,-0.0117,-0.011000000000000001,-0.1371,-0.0584,-6.9705
603917,合力科技,-0.0117,-0.004,-0.0709,-0.0154,-2.1386
600755,厦门国贸,-0.0119,-0.0193,-0.8406,-0.0277,-2.9997
600698,湖南天雁,-0.0119,-0.0036,,-0.0067,-0.7715
002141,贤丰控股,-0.012,-0.0047,-1.1955,-0.0186,-1.9996
002559,亚威股份,-0.0121,-0.0056,-0.1581,-0.0168,-1.8284
600986,科达股份,-0.0121,-0.0113,-0.2763,-0.0265,-2.8082
603363,傲农生物,-0.0124,-0.0157,-3.261,-0.0226,-2.6566
000409,*ST地矿,-0.0124,-0.0026,-0.0885,-0.005,-0.6913
002062,宏润建设,-0.0128,-0.0061,-0.3644,-0.0079,-0.9472
002786,银宝山新,-0.0128,-0.0074,-1.3973,-0.0106,-1.2596
002707,众信旅游,-0.013000000000000001,-0.02,-0.4985,-0.0347,-4.2133
002686,亿利达,-0.0131,-0.004,-0.1831,-0.0083,-1.3035
603919,金徽酒,-0.0131,-0.0046,-0.0791,-0.015,-2.3465
002330,得利斯,-0.0131,-0.0109,-3.8465,-0.0443,-4.4521
002091,江苏国泰,-0.0133,-0.0184,-0.2991,-0.034,-3.4476
600240,华业资本,-0.0133,-0.0037,,-0.0059,-1.1106
603269,海鸥股份,-0.0134,-0.0034,-0.2319,-0.0064,-0.6662
002117,东港股份,-0.0136,-0.0078,-0.0808,-0.0337,-3.6911
002678,珠江钢琴,-0.0136,-0.0052,-0.1502,-0.0266,-3.3077
600835,上海机电,-0.0139,-0.0067,-0.1272,-0.0109,-1.1124
600186,莲花健康,-0.013999999999999999,-0.0097,,-0.0087,-0.8863
000795,英洛华,-0.0141,-0.0075,-0.2967,-0.0332,-3.6896
600057,厦门象屿,-0.0141,-0.0391,-2.0529,-0.0563,-6.5163
000078,海王生物,-0.0142,-0.0111,-0.6419,-0.0139,-1.6440000000000001
601801,皖新传媒,-0.0143,-0.0076,-0.0959,-0.0295,-3.0659
603648,畅联股份,-0.0143,-0.0067,-0.1052,-0.0379,-3.9189
000993,闽东电力,-0.0144,-0.0014,,-0.003,-0.5263
603421,鼎信通讯,-0.0147,-0.0047,-0.0814,-0.0166,-3.2294
002593,日上集团,-0.0148,-0.0082,-0.5462,-0.0156,-1.59
002336,人人乐,-0.0148,-0.0191,-7.3024,-0.0285,-2.938
300269,联建光电,-0.0151,-0.0057,-0.2298,-0.0168,-1.6969
600880,博瑞传播,-0.0152,-0.0016,-0.2644,-0.0187,-2.5228
002377,国创高新,-0.0153,-0.0074,-0.2218,-0.0332,-3.3567
600843,上工申贝,-0.0153,-0.0086,-0.2419,-0.022000000000000002,-2.9682
002482,广田集团,-0.0154,-0.0084,-0.3373,-0.013999999999999999,-1.5631
000906,浙商中拓,-0.0158,-0.0548,-3.3439,-0.0703,-7.3563
603889,新澳股份,-0.0159,-0.0116,-0.1905,-0.0726,-7.3091
600982,宁波热电,-0.016,-0.0046,-0.1408,-0.0128,-1.6848
