code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
300554,三超新材,0.1429,0.0551,0.6152,0.2136,22.8231
000937,冀中能源,0.1429,0.0503,2.2435,0.0952,16.1228
600875,东方电气,0.1426,0.0347,3.2865,0.0517,5.6715
603178,圣龙股份,0.1426,0.0705,3.2517,0.125,13.2925
600569,安阳钢铁,0.1423,0.1074,2.3144,0.1429,16.4732
300260,新莱应材,0.1415,0.0592,3.5094,0.0939,11.5085
300699,光威复材,0.1414,0.0406,0.4477,0.2183,48.61
002393,力生制药,0.1414,0.0402,1.4816,0.2117,21.8611
603567,珍宝岛,0.1412,0.0375,0.7469,0.1095,11.5994
000600,建投能源,0.141,0.0462,3.3185,0.0798,16.6456
002831,裕同科技,0.1409,0.0734,1.3533,0.1567,20.132
002366,台海核电,0.1407,0.0181,0.4266,0.03,3.864
601566,九牧王,0.1405,0.047,0.7764,0.2256,27.6719
000652,泰达股份,0.14,0.044000000000000004,15.7727,0.0514,6.4389
600796,钱江生化,0.1394,0.0472,,0.1341,20.2232
300508,维宏股份,0.1393,0.0443,7.1134,0.5541,80.1737
002884,凌霄泵业,0.1391,0.0786,0.6982,0.9903,111.9433
300305,裕兴股份,0.1389,0.0436,1.2979,0.4373,48.4171
002267,陕天然气,0.1389,0.0693,2.2943,0.1388,17.6787
600136,当代明诚,0.1388,0.0172,1.6111,0.0277,4.8065
002234,民和股份,0.1387,0.066,1.1414,0.1039,11.0271
603637,镇海股份,0.1386,0.0561,1.3437,0.2513,26.3875
000560,我爱我家,0.1385,0.0637,2.1218,0.131,16.0139
002153,石基信息,0.1384,0.0274,0.8216,0.2257,23.4366
002928,华夏航空,0.1381,0.0572,2.1891,0.0787,20.4429
603488,展鹏科技,0.138,0.0343,0.6233,0.3319,33.1889
002394,联发股份,0.138,0.1044,1.7743,0.3809,39.9217
300174,元力股份,0.1379,0.1119,1.7745,0.214,21.5097
002318,久立特材,0.1375,0.0835,1.9196,0.2258,50.4168
002220,天宝食品,0.1375,0.0208,3.0404,0.046,6.5173
300344,太空智造,0.1373,0.0498,1.0236,0.1008,12.4781
002601,龙蟒佰利,0.1372,0.0488,0.5484,0.1319,14.4983
600661,昂立教育,0.1366,0.0626,2.3907,0.1239,12.5792
300723,一品红,0.1366,0.0812,1.1561,0.2485,51.0286
600088,中视传媒,0.1364,0.0443,0.8193,0.2023,20.2316
603355,莱克电气,0.1364,0.1122,1.7223,0.3464,34.8874
603595,东尼电子,0.1362,0.0667,0.9273,0.1555,17.8391
002913,奥士康,0.1361,0.0717,1.2129,0.2189,22.5043
300429,强力新材,0.136,0.0378,0.6586,0.2967,30.7608
603311,金海环境,0.1359,0.0601,0.9441,0.2613,27.0132
601003,柳钢股份,0.1359,0.1888,1.4385,0.2996,33.1319
603079,圣达生物,0.1359,0.0456,0.9321,0.1864,19.1137
000593,大通燃气,0.1358,0.0354,3.6188,0.0964,25.1314
002064,华峰氨纶,0.1358,0.0791,1.2727,0.2216,37.1754
600821,津劝业,0.1357,0.0122,,0.0174,2.5457
600339,中油工程,0.1355,0.0484,9.0408,0.0636,6.5142
300100,双林股份,0.1354,0.071,2.7556,0.1166,15.5205
000518,四环生物,0.1353,0.0421,,0.1585,15.8946
601369,陕鼓动力,0.1351,0.0276,1.207,0.0439,4.6257
603239,浙江仙通,0.135,0.0633,0.6356,0.4247,42.6641
002069,獐子岛,0.1348,0.0784,10.3048,0.0892,9.7167
601222,林洋能源,0.1346,0.0209,0.5661,0.0474,12.224
002265,西仪股份,0.1341,0.0522,85.0852,0.152,20.5019
002434,万里扬,0.1337,0.0459,1.1744,0.1357,18.3775
300433,蓝思科技,0.133,0.0574,2.4565,0.0948,12.2988
600606,绿地控股,0.1329,0.0326,2.6996,0.0364,4.6556
600359,新农开发,0.1328,0.0253,,0.0352,4.7716
000858,五粮液,0.1325,0.0509,0.3891,0.2571,26.1761
603259,药明康德,0.1325,0.0535,0.4635,0.1496,18.1462
002708,光洋股份,0.1325,0.0586,6.0376,0.1741,19.2093
000665,湖北广电,0.1324,0.023,1.2304,0.0582,8.5981
600315,上海家化,0.1324,0.0676,1.581,0.1498,23.2578
603665,康隆达,0.1323,0.0664,1.1520000000000001,0.29100000000000004,33.9367
002467,二六三,0.1321,0.0353,1.4766,0.1627,17.0253
002526,山东矿机,0.1321,0.0573,1.4428,0.2429,24.4978
603989,艾华集团,0.1321,0.0663,0.9386,0.1808,33.7412
603181,皇马科技,0.1317,0.1053,1.2176,0.8365,91.2911
002326,永太科技,0.1316,0.0414,0.7070000000000001,0.0775,9.4126
000623,吉林敖东,0.1316,0.0127,0.354,0.0904,25.0388
300624,万兴科技,0.1315,0.0793,0.743,0.9975,100.37899999999999
300065,海兰信,0.1315,0.0311,0.608,0.1326,14.9765
002800,天顺股份,0.1314,0.0864,,0.1584,18.1108
603077,和邦生物,0.1313,0.0424,1.4354,0.2272,25.9599
002739,万达电影,0.1312,0.0639,1.1281,0.147,18.9308
600201,生物股份,0.1312,0.0299,0.2752,0.1878,22.1026
000932,华菱钢铁,0.1308,0.1224,1.3091,0.1722,23.7818
600993,马应龙,0.1302,0.0728,1.8299,0.3773,47.1362
600479,千金药业,0.1302,0.0886,1.8144,0.2775,30.4449
300332,天壕环境,0.1302,0.0204,,0.0374,5.5834
300228,富瑞特装,0.1298,0.0271,,0.0464,5.0131
600346,恒力股份,0.1296,0.0494,1.5279,0.0658,12.5159
600093,易见股份,0.1294,0.1126,2.167,0.2524,30.6145
002083,孚日股份,0.1294,0.0649,1.4827,0.1166,14.4873
600282,南钢股份,0.1292,0.1028,1.0692,0.1887,19.844
603938,三孚股份,0.129,0.0959,1.2277,1.3441,141.6741
002476,宝莫股份,0.129,0.0334,,0.1953,32.4143
600026,中远海能,0.1287,0.0169,,0.0311,11.2496
000739,普洛药业,0.1286,0.1034,2.1963,0.2348,25.4948
000501,鄂武商A,0.1285,0.0786,2.1243,0.1262,15.1016
600887,伊利股份,0.1278,0.1717,1.538,0.4153,42.3579
300236,上海新阳,0.1278,0.0331,,0.2069,21.3688
000778,新兴铸管,0.1277,0.0804,2.1609,0.1395,16.8392
002430,杭氧股份,0.1275,0.0668,1.3244,0.1288,20.0141
600808,马钢股份,0.1269,0.10800000000000001,1.2532,0.1894,21.6448
300547,川环科技,0.1267,0.0607,0.6433,0.2481,30.5835
300136,信维通信,0.1265,0.0635,0.4924,0.1361,17.4689
603788,宁波高发,0.1264,0.0571,0.6175,0.3851,38.5398
002610,爱康科技,0.1264,0.027000000000000003,3.2621,0.0415,5.6907
601968,宝钢包装,0.1259,0.0816,13.0196,0.1305,14.4156
002531,天顺风能,0.1256,0.0256,0.856,0.0449,6.4338
002570,*ST因美,0.1255,0.047,7.8618,0.0778,10.1667
300056,三维丝,0.1253,0.0225,,0.045,4.6669
600200,江苏吴中,0.1252,0.0348,1.4738,0.0823,8.9602
300341,麦迪电气,0.1248,0.0604,0.9012,0.1534,26.1859
600353,旭光股份,0.1247,0.0572,1.6777,0.2037,20.9993
300454,深信服,0.1245,0.0579,0.8209,0.1959,22.3736
600425,青松建化,0.1243,0.025,0.8723,0.0454,7.4816
603222,济民制药,0.1243,0.0336,1.3726,0.0713,12.9506
603589,口子窖,0.1241,0.0525,0.3488,0.2198,22.7944
600662,强生控股,0.1238,0.0606,9.3189,0.1465,16.4584
000408,藏格控股,0.1234,0.0272,0.3006,0.2234,23.038
300160,秀强股份,0.1233,0.0602,1.4569999999999999,0.1482,17.0322
600267,海正药业,0.1232,0.0434,3.597,0.0673,10.6981
002566,益盛药业,0.1232,0.0354,1.3515,0.1403,15.2211
002622,融钰集团,0.1231,0.0184,0.8229,0.0622,13.8027
300573,兴齐眼药,0.12300000000000001,0.0593,3.9928,0.2862,36.109
300593,新雷能,0.1229,0.0317,1.2111,0.0742,13.8439
600782,新钢股份,0.1228,0.1339,1.2667,0.2523,27.9022
600805,悦达投资,0.1227,0.0178,1.4491,0.0542,6.0658
300481,濮阳惠成,0.1226,0.0673,0.6809999999999999,0.4717,51.6818
002817,黄山胶囊,0.1223,0.0333,0.9327,0.2977,39.2692
603906,龙蟠科技,0.1222,0.0597,2.1381,0.1673,22.3413
300230,永利股份,0.122,0.068,0.8395,0.222,23.4202
002905,金逸影视,0.1219,0.0658,1.3734,0.1997,26.5849
002345,潮宏基,0.1217,0.0526,1.28,0.1425,25.2399
600691,阳煤化工,0.1216,0.0434,13.5678,0.0503,5.6653
000966,长源电力,0.1212,0.0602,3.2727,0.0967,14.9337
300026,红日药业,0.1212,0.0474,0.7829999999999999,0.4536,48.3128
002425,凯撒文化,0.121,0.0112,0.284,0.0609,9.9334
603669,灵康药业,0.1209,0.0835,0.8598,0.408,58.5253
000564,供销大集,0.1208,0.0306,2.2228,0.071,9.3096
300586,美联新材,0.1206,0.0508,1.1448,0.1291,13.1388
300335,迪森股份,0.12,0.0451,0.8151,0.0848,9.4325
600697,欧亚集团,0.1199,0.0621,3.1515,0.0823,9.1702
603605,珀莱雅,0.1195,0.0718,1.0272,0.185,22.4698
600581,八一钢铁,0.1194,0.0918,3.1782,0.1141,11.4194
600681,百川能源,0.1192,0.0441,0.5093,0.0905,12.6845
300721,怡达股份,0.1189,0.0761,3.042,0.2337,24.0733
002651,利君股份,0.1184,0.0187,0.4551,0.1133,11.6084
002855,捷荣技术,0.1182,0.0792,7.7868,0.1591,17.5211
600858,银座股份,0.1181,0.0861,70.9964,0.1139,12.0914
000629,攀钢钒钛,0.1181,0.1136,0.5967,0.2835,32.6048
300093,金刚玻璃,0.1179,0.0309,3.4876,0.0698,9.7987
603980,吉华集团,0.1178,0.0522,0.4293,0.3642,38.0205
002223,鱼跃医疗,0.1177,0.0561,0.5772,0.3063,37.736
601100,恒立液压,0.1175,0.0532,0.5153,0.1471,19.1532
000825,太钢不锈,0.1175,0.0913,1.6118,0.1583,22.776999999999997
300327,中颖电子,0.1175,0.0667,0.5626,0.3785,40.2373
600978,宜华生活,0.1172,0.0382,1.2452,0.0755,12.1156
000510,金路集团,0.11699999999999999,0.1233,2.2114,0.3168,33.354
002177,御银股份,0.1168,0.0189,13.4882,0.1789,20.1211
002469,三维工程,0.1166,0.0252,0.9641,0.1474,14.8539
600985,淮北矿业,0.1164,0.0887,1.8090000000000002,0.1322,18.2018
002107,沃华医药,0.1164,0.0701,1.3856,0.2881,30.5954
603165,荣晟环保,0.1159,0.1289,1.2842,0.765,118.0569
603320,迪贝电气,0.1157,0.0786,1.57,0.5444,56.5484
603689,皖天然气,0.1157,0.084,2.2618,0.2938,54.3041
600190,锦州港,0.1152,0.0293,4.2518,0.0459,6.9575
002516,旷达科技,0.1151,0.0348,0.6863,0.319,32.3334
600196,复星医药,0.1151,0.0305,0.8926,0.0588,11.7578
600380,健康元,0.115,0.0462,0.7662,0.1404,18.3262
002713,东易日盛,0.1145,0.0999,2.447,0.1537,16.0383
002937,兴瑞科技,0.1143,0.0782,1.071,0.2983,29.8322
300298,三诺生物,0.1141,0.0442,0.5551,0.3008,33.5994
600497,驰宏锌锗,0.1141,0.0546,2.1402,0.1138,14.561
000912,*ST天化,0.1138,0.063,0.9926,0.0674,14.5374
300037,新宙邦,0.1137,0.0432,0.8217,0.1267,15.6557
603180,金牌厨柜,0.1135,0.0758,1.0761,0.1652,16.8355
000026,飞亚达A,0.1133,0.0803,1.7865,0.2725,29.1155
601515,东风股份,0.1133,0.0457,0.53,0.1523,19.1279
002020,京新药业,0.1132,0.0506,0.7432,0.1961,20.6964
000543,皖能电力,0.1131,0.0418,2.9913,0.0861,18.0914
002285,世联行,0.1126,0.0427,1.5558,0.0687,7.0171
000037,深南电A,0.1126,0.0568,5.4537,0.1582,17.1863
002168,深圳惠程,0.1125,0.0477,0.442,0.105,15.1052
600298,安琪酵母,0.1124,0.0632,0.7862,0.1276,15.7421
600332,白云山,0.1123,0.0677,0.9562,0.1269,13.5968
300319,麦捷科技,0.1123,0.0441,1.3398,0.1237,14.5649
600051,宁波联合,0.1122,0.0483,3.6637,0.0741,8.126
300338,开元股份,0.1121,0.0373,1.0244,0.1595,16.8445
603555,贵人鸟,0.11199999999999999,0.0393,8.9687,0.0635,8.9915
300746,汉嘉设计,0.1119,0.0636,1.5713,0.3523,35.5634
603976,正川股份,0.1119,0.0476,0.7659999999999999,0.5225,55.475
600561,江西长运,0.1117,0.0368,7.8801,0.052000000000000005,6.9131
002592,八菱科技,0.1117,0.0241,4.3975,0.1146,12.9199
600611,大众交通,0.1116,0.0166,0.4251,0.0402,4.6725
603966,法兰泰克,0.1115,0.0419,1.2077,0.1169,12.7754
603518,维格娜丝,0.1115,0.0347,1.4238,0.0567,18.6066
300485,赛升药业,0.1114,0.0403,0.4981,0.8540000000000001,85.3952
002652,扬子新材,0.1113,0.0766,2.963,0.1118,15.8534
002590,万安科技,0.1109,0.0512,2.3978,0.1072,11.9871
002185,华天科技,0.1107,0.0557,1.6867,0.1303,16.8729
002661,克明面业,0.1107,0.0586,1.3575,0.1442,14.7993
002536,西泵股份,0.1106,0.067,1.2517,0.17300000000000001,18.2129
601086,国芳集团,0.1102,0.0901,2.2533,0.2686,32.286
300027,华谊兄弟,0.11,0.0173,0.7347,0.0379,5.0131
600481,双良节能,0.11,0.0492,1.2442,0.109,10.9257
600308,华泰股份,0.1099,0.0882,1.8638,0.2024,26.8637
002867,周大生,0.1098,0.0704,0.6539,0.2153,21.6849
002449,国星光电,0.1098,0.0504,0.8193,0.1137,12.2128
002363,隆基机械,0.1095,0.047,2.1032,0.1666,16.8353
002802,洪汇新材,0.1095,0.0636,0.767,0.5619,67.2456
603937,丽岛新材,0.1093,0.0631,1.2213,0.2738,27.3759
603197,保隆科技,0.1091,0.0617,1.0886,0.1324,17.3466
300031,宝通科技,0.1086,0.0504,0.6936,0.1599,23.0345
300069,金利华电,0.1085,0.0196,,0.0584,5.9416
002896,中大力德,0.1085,0.054000000000000006,0.8054,0.1551,15.7004
002098,浔兴股份,0.1084,0.0596,5.621,0.1106,16.8461
002841,视源股份,0.1084,0.1605,1.4611,0.2715,27.6405
600180,瑞茂通,0.1082,0.1481,8.0958,0.2034,21.7133
000552,靖远煤电,0.1082,0.0335,0.6771,0.1256,14.0917
300582,英飞特,0.1078,0.0487,1.4379,0.1346,14.9371
000525,红太阳,0.1077,0.0357,0.8198,0.0659,7.3315
600477,杭萧钢构,0.1071,0.0561,1.034,0.0951,9.5511
600231,凌钢股份,0.1071,0.1088,1.3252,0.2108,25.8565
300461,田中精机,0.107,0.0468,0.6638,0.0708,8.3893
603801,志邦家居,0.1069,0.0726,0.9108,0.2488,25.4988
600628,新世界,0.1068,0.0372,0.8717,0.1726,21.2111
002871,伟隆股份,0.1065,0.0344,0.4758,0.1825,19.2698
000812,陕西金叶,0.1065,0.0297,2.7525,0.07200000000000001,9.0279
300196,长海股份,0.1065,0.0517,0.8683,0.2199,23.8724
002940,昂利康,0.1064,0.1087,0.8663,0.2495,25.8761
002683,宏大爆破,0.1064,0.0496,1.7425,0.1002,12.7803
300522,世名科技,0.1063,0.039,0.45299999999999996,0.4131,44.6504
603969,银龙股份,0.1063,0.0686,1.9122,0.203,20.9072
002746,仙坛股份,0.1063,0.0657,0.8206,0.342,34.4542
600331,宏达股份,0.1063,0.0403,3.5259,0.1094,12.0227
603299,井神股份,0.1062,0.0464,1.8384,0.0878,9.3705
600188,兖州煤业,0.1062,0.0651,1.6864,0.1126,20.989
601811,新华文轩,0.1061,0.0433,0.9835,0.1097,11.2071
002763,汇洁股份,0.106,0.0747,0.8662,0.3492,38.5545
603920,世运电路,0.1059,0.0559,1.0427,0.2314,23.5788
300097,智云股份,0.1059,0.0294,0.5852,0.11900000000000001,11.9298
300601,康泰生物,0.1059,0.0495,0.4221,0.1014,16.2126
603090,宏盛股份,0.1058,0.0531,1.2472,0.2363,24.7962
300505,川金诺,0.1057,0.0683,1.6798,0.2138,21.3786
002600,领益智造,0.1056,0.0741,,0.1361,14.585
000538,云南白药,0.105,0.0709,0.7605,0.2098,26.4566
002420,毅昌股份,0.1049,0.1282,,0.1734,18.1418
603787,新日股份,0.1048,0.1197,2.8383,0.2198,22.5043
600735,新华锦,0.1048,0.0901,1.2257,0.4432,46.4177
603712,七一二,0.1047,0.0241,1.2872,0.049,5.2026
603126,中材节能,0.1046,0.0385,1.3812,0.0823,9.1621
603308,应流股份,0.1039,0.0181,1.9276,0.0306,3.818
300061,康旗股份,0.1038,0.0381,0.6353,0.223,30.5168
603208,江山欧派,0.1037,0.046,0.838,0.1092,14.3609
002199,东晶电子,0.1036,0.0263,,0.1491,15.0148
002258,利尔化学,0.1035,0.0493,0.6241,0.1108,14.0838
600642,申能股份,0.1035,0.0491,1.7699,0.1198,23.2055
000050,深天马A,0.1034,0.0372,1.7626,0.0657,11.4568
002087,新野纺织,0.1024,0.0548,1.5315,0.0909,12.6897
600618,氯碱化工,0.1023,0.1026,0.7937,0.3217,34.496
300733,西菱动力,0.1021,0.0281,0.6971,0.1278,13.1817
002286,保龄宝,0.102,0.0519,2.9213,0.1388,14.652999999999999
600010,包钢股份,0.102,0.0333,2.1316,0.0514,6.0303
300176,鸿特科技,0.1019,0.0935,0.7302,0.1706,19.6239
603868,飞科电器,0.1017,0.0885,0.4621,0.3334,35.1117
000651,格力电器,0.1014,0.0609,0.7097,0.0945,9.4958
002572,索菲亚,0.1012,0.0714,0.7525,0.2604,31.3286
002732,燕塘乳业,0.1009,0.0708,1.4501,0.2227,28.2332
603380,易德龙,0.1009,0.0702,0.9515,0.2753,28.1306
300651,金陵体育,0.1008,0.0272,0.9585,0.0824,8.3644
002367,康力电梯,0.1008,0.042,3.7091,0.1038,10.8616
603599,广信股份,0.1007,0.0393,0.6044,0.1843,19.1776
300390,天华超净,0.1007,0.0562,1.4680000000000002,0.34,35.1304
002547,春兴精工,0.1006,0.0425,4.9423,0.0646,6.5278
002303,美盈森,0.1006,0.0377,0.8058,0.136,14.5448
300400,劲拓股份,0.1002,0.0501,0.637,0.1339,15.0136
600654,ST中安,0.1002,0.0396,,0.0556,8.3933
000989,九芝堂,0.0999,0.0445,0.7643,0.2072,22.1357
300501,海顺新材,0.0998,0.0402,0.6954,0.1948,20.3349
002127,南极电商,0.0998,0.0504,0.4531,0.3128,31.3146
300503,昊志机电,0.0998,0.0232,0.6477,0.0578,9.5097
600210,紫江企业,0.0998,0.0658,1.7375,0.1152,12.2877
603277,银都股份,0.0998,0.0505,0.5568,0.2324,25.4538
601888,中国国旅,0.0997,0.1305,1.0022,0.4294,44.7671
002801,微光股份,0.0996,0.0425,0.5552,0.2478,24.7794
002004,华邦健康,0.0995,0.0287,1.0038,0.0543,7.0359
000898,鞍钢股份,0.0995,0.0843,1.1294,0.1911,21.6546
000895,双汇发展,0.0994,0.1526,0.9621,0.4424,45.4148
002715,登云股份,0.0991,0.036000000000000004,3.1453,0.1018,10.429
002409,雅克科技,0.099,0.0231,0.8961,0.2763,30.6113
300373,扬杰科技,0.0986,0.038,0.5692,0.1335,13.874
603367,辰欣药业,0.0986,0.0538,0.7340000000000001,0.2524,27.58
002444,巨星科技,0.0986,0.0435,0.731,0.1429,21.0362
000677,恒天海龙,0.0984,0.057999999999999996,5.4035,0.2445,27.0163
600794,保税科技,0.0984,0.0328,2.9046,0.0918,15.6143
002635,安洁科技,0.0982,0.0281,0.5808,0.1297,14.3877
600246,万通地产,0.0982,0.0193,0.6321,0.0429,5.9173
002468,申通快递,0.0982,0.1082,0.6751,0.5578,56.6148
000059,华锦股份,0.0981,0.0834,2.2565,0.1543,20.8879
002757,南兴装备,0.098,0.0412,0.6797,0.2353,29.8219
002881,美格智能,0.098,0.0605,2.0778,0.1262,12.7002
600560,金自天正,0.0979,0.0261,2.3426,0.0499,5.088
002636,金安国纪,0.0976,0.0653,1.1533,0.1574,16.574
600420,现代制药,0.0973,0.0501,1.0198,0.0992,12.5778
000723,美锦能源,0.09699999999999999,0.0563,0.7575,0.0937,11.2276
002123,梦网集团,0.0969,0.031,1.2091,0.1184,12.1413
002381,双箭股份,0.0964,0.0454,0.8335,0.2213,22.1534
300300,汉鼎宇佑,0.0963,0.0105,0.285,0.0311,3.1510000000000002
002109,兴化股份,0.0962,0.0336,0.7928,0.1604,17.9588
600488,天药股份,0.0962,0.0397,1.2181,0.1394,20.4905
300452,山河药辅,0.0961,0.0444,0.5348,0.2188,27.5956
603711,香飘飘,0.0958,0.0582,1.9156,0.2033,21.4986
002387,维信诺,0.0957,0.0022,,0.0049,1.0769
002068,黑猫股份,0.0956,0.0746,1.2344,0.1449,14.907
600396,金山股份,0.0956,0.0255,,0.0297,4.8172
300071,华谊嘉信,0.0955,0.0668,5.2296,0.0933,12.6036
601599,鹿港文化,0.0955,0.0427,4.0975,0.0689,7.7749
002219,恒康医疗,0.0954,0.0272,,0.0459,8.2937
000333,美的集团,0.0952,0.0763,1.0262,0.11900000000000001,15.8851
601595,上海电影,0.095,0.0271,0.7946,0.1089,12.1576
603722,阿科力,0.0948,0.0418,0.8988,0.1713,17.4947
600833,第一医药,0.0948,0.0741,2.7864,0.1861,21.3884
603900,莱绅通灵,0.0946,0.0453,0.5892,0.3446,35.2403
300376,易事特,0.0946,0.0356,0.7001,0.0644,7.8904
603528,多伦科技,0.0946,0.0192,0.3724,0.0663,6.7831
002773,康弘药业,0.0941,0.0415,0.4056,0.1993,33.347
002442,龙星化工,0.094,0.0735,2.2023,0.1267,13.1963
603685,晨丰科技,0.0938,0.0452,0.8232,0.1823,23.6139
002475,立讯精密,0.0937,0.0597,1.2592,0.1075,12.062999999999999
002848,高斯贝尔,0.0936,0.0437,,0.0847,8.7418
000753,漳州发展,0.0935,0.0317,3.4272,0.0561,6.9267
002186,全聚德,0.0934,0.0612,0.9167,0.3015,30.9669
600260,凯乐科技,0.0932,0.0574,1.2863,0.0826,8.8799
002129,中环股份,0.09300000000000001,0.0227,1.6119999999999999,0.0382,7.0108
000823,超声电子,0.0928,0.0621,1.4848,0.1886,20.9607
300498,温氏股份,0.0927,0.0737,1.2221,0.2217,31.2217
300119,瑞普生物,0.0927,0.0269,0.6567,0.1042,11.5709
002014,永新股份,0.0927,0.0648,1.0053,0.2668,29.7259
300619,金银河,0.0923,0.0385,0.985,0.0694,10.0978
603386,广东骏亚,0.0921,0.0553,1.2158,0.1033,10.545
300683,海特生物,0.092,0.0203,0.5089,0.218,23.1293
603926,铁流股份,0.0919,0.0373,0.9275,0.1219,22.011999999999997
000100,TCL集团,0.0919,0.0414,2.6275,0.0604,9.8773
600996,贵广网络,0.0918,0.0158,0.7298,0.0252,3.0180000000000002
601116,三江购物,0.0918,0.066,3.6078,0.2246,22.6004
300220,金运激光,0.0917,0.0364,1.3608,0.1157,11.6777
000513,丽珠集团,0.0916,0.0401,0.609,0.1549,16.5336
002054,德美化工,0.0914,0.0398,2.5101,0.1311,18.8089
300337,银邦股份,0.0911,0.0429,4.1101,0.0843,12.5608
300689,澄天伟业,0.0911,0.0346,0.59,0.2636,28.7219
600376,首开股份,0.0909,0.006999999999999999,0.9679,0.0086,1.3974
002737,葵花药业,0.0909,0.0645,0.7784,0.2324,33.9933
600613,神奇制药,0.0907,0.0371,2.1519,0.1985,20.409000000000002
300609,汇纳科技,0.0906,0.024,0.3394,0.2021,21.1053
600179,安通控股,0.0906,0.0625,1.3027,0.0918,14.1249
603960,克来机电,0.0905,0.0358,0.6619,0.0885,9.1187
002436,兴森科技,0.0905,0.0488,1.1848,0.1066,14.7874
000900,现代投资,0.0905,0.0334,1.0144,0.0548,13.058
002907,华森制药,0.0905,0.0465,0.4314,0.2052,21.5481
300275,梅安森,0.0904,0.0125,0.8485,0.0463,5.1197
300306,远方信息,0.09,0.0142,35.2513,0.2079,24.6496
300272,开能健康,0.0898,0.0391,0.1744,0.1814,19.9776
600812,华北制药,0.0898,0.0355,8.7228,0.0508,6.12
002332,仙琚制药,0.0898,0.0424,1.0341,0.0782,13.6066
603701,德宏股份,0.0896,0.0343,0.2993,0.145,18.0316
600888,新疆众和,0.0896,0.0285,2.0768,0.0429,9.3287
300684,中石科技,0.0895,0.0571,0.469,0.2097,20.9706
000403,ST生化,0.0894,0.0433,0.7278,0.0824,8.8069
002307,北新路桥,0.0892,0.0229,14.9697,0.0274,4.4785
000659,珠海中富,0.0892,0.047,5.4997,0.0616,8.8215
002088,鲁阳节能,0.0891,0.0421,0.4788,0.163,16.7096
600535,天士力,0.08900000000000001,0.0477,0.8322,0.0871,12.6128
002106,莱宝高科,0.08900000000000001,0.0548,1.608,0.2108,24.656
600476,湘邮科技,0.0887,0.0295,,0.0468,4.8356
002003,伟星股份,0.0887,0.0541,0.586,0.2125,22.6598
002751,易尚展示,0.0887,0.0183,1.2976,0.0275,4.7223
600220,江苏阳光,0.0885,0.0347,1.5297,0.0734,7.6939
002846,英联股份,0.0885,0.0393,1.7796,0.0806,8.7181
603535,嘉诚国际,0.0884,0.0379,0.6656,0.2005,20.8368
600595,中孚实业,0.0883,0.0402,,0.0528,8.9143
603038,华立股份,0.0878,0.038,0.8114,0.2113,25.6929
002173,创新医疗,0.0876,0.0139,0.5661,0.0539,6.7248
603968,醋化股份,0.0876,0.0675,0.8766,0.2396,29.1346
300584,海辰药业,0.0876,0.0623,0.7388,0.2571,27.1638
002453,华软科技,0.0872,0.0456,5.0415,0.0717,7.9283
600774,汉商集团,0.087,0.0392,6.4413,0.0662,8.0485
600449,宁夏建材,0.087,0.0361,0.6984,0.113,15.197000000000001
300533,冰川网络,0.087,0.01,0.252,0.0798,7.9795
601899,紫金矿业,0.0869,0.0725,1.6939,0.1249,20.6129
002416,爱施德,0.0867,0.2349,19.4162,0.3545,37.6508
603883,老百姓,0.0867,0.0763,1.5592,0.1305,16.5393
600299,安迪苏,0.0866,0.035,0.8037,0.1993,33.1819
002092,中泰化学,0.0864,0.061,1.8599,0.0907,13.4256
600107,美尔雅,0.0862,0.0199,,0.0355,3.7598
300080,易成新能,0.0862,0.0323,2.1132,0.054000000000000006,6.3145
002873,新天药业,0.0861,0.0452,0.6929,0.1408,15.35
300062,中能电气,0.0861,0.0261,2.6741,0.0432,5.8254
002276,万马股份,0.086,0.0719,8.032,0.153,15.4217
600125,铁龙物流,0.086,0.1091,2.5427,0.2655,29.5689
300581,晨曦航空,0.0858,0.0099,0.2247,0.0519,5.3412
600235,民丰特纸,0.0858,0.0455,5.4768,0.1157,11.8282
002328,新朋股份,0.0856,0.0611,1.8528,0.2422,25.3827
002284,亚太股份,0.0855,0.042,6.3881,0.081,11.8166
002101,广东鸿图,0.0854,0.0432,1.0729,0.102,11.5034
002448,中原内配,0.0853,0.0254,0.5278,0.07200000000000001,16.0201
000813,德展健康,0.0853,0.0386,0.3092,0.3222,33.0684
600183,生益科技,0.0852,0.0604,0.8914,0.1268,19.1385
300185,通裕重工,0.0852,0.0219,1.2699,0.0463,5.4511
600644,乐山电力,0.0852,0.0404,0.972,0.0776,10.9561
600082,海泰发展,0.0851,0.0115,35.9851,0.0228,2.9267
600409,三友化工,0.085,0.0497,0.7819,0.0915,13.3835
002753,永东股份,0.0849,0.0777,0.6976,0.2535,45.641000000000005
600537,亿晶光电,0.0848,0.0304,3.1646,0.0654,9.8707
601689,拓普集团,0.0848,0.0361,0.611,0.11199999999999999,12.7259
002539,云图控股,0.0842,0.0493,3.5769,0.0717,7.9949
600114,东睦股份,0.0842,0.0375,0.4746,0.2267,25.3701
600423,*ST柳化,0.084,0.0427,,0.0448,5.3909
300333,兆日科技,0.0838,0.0152,0.4256,0.5729,57.2896
000848,承德露露,0.0836,0.0602,0.4011,0.3241,36.6232
002262,恩华药业,0.0835,0.0617,0.5794,0.225,24.7838
300650,太龙照明,0.0834,0.0374,0.5942,0.1186,16.3088
300279,和晶科技,0.0833,0.0243,,0.0524,5.4322
