code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,2.7,2649.2512,2606.2372,2676.4762,2676.4762,2628.8697,225026921,2078.6157
000002,Ａ股指数,2.7,2774.4701,2729.3124,2802.966,2802.966,2753.0491,224704956,2076.6834
000003,Ｂ股指数,1.51,274.0985,273.3173,277.4431,277.4431,274.0985,321965,1.9323
000008,综合指数,2.55,2609.8198,2563.8054,2629.2768,2633.674,2583.5772,57340719,549.4435
000009,上证380,3.23,3987.8961,3925.7729,4052.7386,4052.7386,3978.642,53384029,455.2784
000010,上证180,3.28,7347.1425,7179.416,7414.903,7414.903,7266.0846,98178067,1081.6292
000011,基金指数,1.44,5679.1133,5622.7561,5703.5952,5704.9233,5658.0218,75858312,501.8723
000012,国债指数,-0.01,167.6772,167.6678,167.6533,167.6772,167.6517,224230,2.1341
000016,上证50,3.36,2522.39,2460.1619,2542.768,2544.1873,2489.0674,47328804,620.9072
000017,新综指,2.7,2237.0366,2200.6235,2260.0068,2260.0068,2219.7592,224681455,2076.3022
000300,沪深300,3.56,3258.6093,3177.0338,3290.2455,3290.2455,3222.4354,153466104,1783.4064
000905,中证500,3.23,4366.734,4298.9837,4437.9456,4437.9818,4360.8748,96892168,758.0881
399001,深证成指,3.96,7763.486999999999,7567.795,7867.543000000001,7867.543000000001,7709.437,26829963714,2434.1811
399002,深成指R,3.96,9384.243,9147.646999999999,9510.021999999999,9510.021999999999,9318.908000000001,13048168845,1356.4987
399003,成份Ｂ指,3.85,4776.835999999999,4736.721,4919.096,4919.096,4776.835999999999,11887180,0.8861
399004,深证100R,4.34,4138.715,4009.867,4183.858,4185.478,4089.3740000000003,5215694321,704.5378
399005,中小板指,4.72,5225.235,5077.855,5317.608,5317.608,5193.0109999999995,3159864960,410.3017
399006,创业板指,4.82,1328.46,1286.327,1348.279,1349.4270000000001,1320.737,2272586325,288.5813
399008,中小300,4.09,1004.1560000000001,981.837,1022.0319999999999,1022.0319999999999,1000.722,6609333276,636.6879
399100,新 指 数,3.47,6041.264,5920.659000000001,6126.116,6126.116,6013.094,26111239748,2388.7296
399101,中小板综,3.49,7785.309,7642.3009999999995,7908.691999999999,7908.691999999999,7762.843000000001,11379976339,1014.1706
399106,深证综指,3.43,1331.9520000000002,1306.31,1351.094,1351.094,1326.401,26829963714,2434.1811
399107,深证Ａ指,3.43,1392.64,1365.7679999999998,1412.586,1412.586,1386.767,26800434518,2432.8019
399108,深证Ｂ指,3.51,883.648,878.178,908.99,908.99,883.648,29529196,1.3792
399333,中小板R,4.72,5809.74,5645.874,5912.446,5912.446,5773.911,3159864960,410.3017
399606,创业板R,4.82,1391.6229999999998,1347.487,1412.385,1413.5870000000002,1383.533,2272586325,288.5813
