code,name,change,open,preclose,close,high,low,volume,amount
000001,上证指数,-0.68,2659.8446,2659.3564,2641.342,2675.6772,2639.2463,173201986,1472.6181
000002,Ａ股指数,-0.68,2785.4904,2784.9718,2766.0977,2802.1225,2763.8895,172907621,1471.3859
000003,Ｂ股指数,-0.57,277.6475,277.8417,276.2517,277.6761,275.9579,294365,1.2322
000008,综合指数,-0.68,2604.2819,2602.6278,2584.9108,2619.7809,2582.6626,38111168,332.3063
000009,上证380,-0.53,4061.8807,4060.9178,4039.4056,4093.2177,4037.9609,45880445,370.2255
000010,上证180,-0.66,7325.3167,7317.0013,7268.7548,7376.2924,7261.7619,58008663,600.3985
000011,基金指数,-0.29,5678.2752,5676.5071,5659.8829,5697.8916,5659.0701,51390067,274.5663
000012,国债指数,0.05,167.7658,167.7496,167.8321,167.8334,167.7579,231896,2.2541
000016,上证50,-0.69,2503.6814,2499.6793,2482.3343,2521.1509,2479.2489,26158564,308.9123
000017,新综指,-0.68,2245.887,2245.4688,2230.2567,2259.3031,2228.4762,172886232,1471.0186
000300,沪深300,-0.65,3243.8775,3243.1504,3221.9101,3270.5003,3218.4219,91615528,1018.1492
000905,中证500,-0.52,4437.7218,4438.0965,4415.136,4479.6944,4414.0703,78086368,588.9653
399001,深证成指,-0.5,7783.135,7791.245,7752.044,7871.173000000001,7745.393,22664051130,1916.3538
399002,深成指R,-0.5,9407.992,9417.796,9370.411,9514.41,9362.371,9667748892,926.867
399003,成份Ｂ指,-0.36,4779.683,4774.424,4757.187,4793.293,4745.327,3914551,0.2576
399004,深证100R,-0.6,4103.604,4108.073,4083.4790000000003,4150.019,4077.7140000000004,3227074322,406.831
399005,中小板指,-0.84,5194.137,5210.32,5166.363,5253.1990000000005,5161.467000000001,2095198251,254.6327
399006,创业板指,-0.25,1349.618,1349.109,1345.7679999999998,1367.274,1345.1979999999999,1552992345,213.0777
399008,中小300,-0.72,1006.363,1009.132,1001.834,1017.3430000000001,1001.067,5130875816,440.7971
399100,新 指 数,-0.42,6093.368,6098.08,6072.545,6156.8330000000005,6067.380999999999,22019804486,1890.5438
399101,中小板综,-0.56,7845.286999999999,7862.141,7818.18,7923.488,7810.852,9694242212,791.618
399106,深证综指,-0.43,1344.8120000000001,1346.19,1340.371,1358.754,1339.192,22664051130,1916.3538
399107,深证Ａ指,-0.43,1406.0929999999998,1407.5410000000002,1401.4479999999999,1420.71,1400.213,22648371504,1915.757
399108,深证Ｂ指,-0.25,890.936,890.4830000000001,888.22,893.253,885.807,15679626,0.5968
399333,中小板R,-0.84,5775.1630000000005,5793.156,5744.283,5840.831999999999,5738.839,2095198251,254.6327
399606,创业板R,-0.25,1413.7879999999998,1413.254,1409.754,1432.283,1409.1570000000002,1552992345,213.0777
