code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
600596,新安股份,11.8546,22.776,4.8794,55.3347,2.0291,133.0639
603626,科森科技,1.442,187.2399,4.879,55.3392,0.86,313.9535
600567,山鹰纸业,7.1829,37.5893,4.8765,55.3676,1.7491,154.3651
600602,云赛智联,2.4121,111.9357,4.864,55.5099,0.9077,297.4551
600275,ST昌鱼,1.5648,172.546,4.8608,55.5464,0.1884,1433.121
000593,大通燃气,4.6186,58.4593,4.8607,55.5476,1.1097,243.30900000000003
601258,庞大集团,27.2561,9.906,4.8599,55.5567,0.9932,271.8486
000990,诚志股份,4.6717,57.7948,4.8583,55.575,0.5938,454.6986
000723,美锦能源,7.2208,37.391999999999996,4.8583,55.575,1.7739,152.207
600612,老凤祥,18.1054,14.9127,4.8549,55.6139,2.6113,103.3968
600858,银座股份,428.4047,0.6302,4.854,55.6242,2.4502,110.1951
002801,微光股份,3.9572,68.2301,4.8516,55.6517,0.5468,493.782
300718,长盛轴承,4.0336,66.9377,4.8472,55.7023,0.6268,430.7594
002442,龙星化工,3.6464,74.0456,4.8469999999999995,55.7046,1.3652,197.7732
600203,福日电子,3.8689999999999998,69.7855,4.8447,55.731,1.5747,171.4612
300245,天玑科技,1.5937,169.4171,4.8389,55.7978,0.2291,1178.5247
000859,国风塑业,4.6076,58.5988,4.834,55.8544,0.9808,275.2855
601231,环旭电子,3.4251,78.8298,4.8257,55.9504,1.3636,198.0053
600336,澳柯玛,7.7269,34.9429,4.8251,55.9574,1.3567,199.0123
601968,宝钢包装,3.6376,74.2248,4.8189,56.0294,1.4628,184.5775
300192,科斯伍德,5.5971,48.2393,4.8152,56.0724,1.0362,260.5675
002862,实丰文化,2.753,98.0748,4.8076,56.1611,0.7876,342.8136
002418,康盛股份,1.1367,237.5297,4.8022,56.2242,0.5609,481.3692
600400,红豆股份,6.9012,39.1236,4.7975,56.2793,0.5959,453.0962
002385,大北农,7.8172,34.5392,4.7975,56.2793,1.6226,166.3996
300376,易事特,1.12,241.0714,4.796,56.2969,0.6486,416.2812
600360,华微电子,3.0102,89.695,4.795,56.3087,0.483,559.0062
300664,鹏鹞环保,1.652,163.4383,4.7899,56.3686,0.3938,685.6272
002426,胜利精密,3.5327,76.4288,4.7895,56.3733,1.1559,233.5842
300737,科顺股份,1.8736,144.1076,4.7777,56.5125,0.7388,365.4575
603568,伟明环保,3.8169999999999997,70.7362,4.77,56.6038,0.9536,283.1376
002596,海南瑞泽,1.0458,258.1756,4.7677,56.6311,0.7205,374.7398
000100,TCL集团,5.4968,49.1195,4.7673,56.6358,1.0443,258.5464
600803,新奥股份,7.8492,34.3984,4.7669,56.6406,1.6204,166.6255
600345,长江通信,1.28,210.9375,4.7648,56.6655,0.3108,868.7259
002910,庄园牧场,16.6918,16.1756,4.7481,56.8649,0.5711,472.7718
002056,横店东磁,4.1267,65.4276,4.7327,57.0499,1.1201,241.0499
300739,明阳电路,4.1049,65.775,4.7295,57.0885,1.0097,267.4062
600976,健民集团,3.9926,67.6251,4.7258,57.1332,1.3078,206.4536
603180,金牌厨柜,50.7542,5.3198,4.7228,57.1695,1.235,218.6235
002182,云海金属,4.572,59.0551,4.7216,57.184,1.9499,138.4686
300433,蓝思科技,3.0469,88.6147,4.7202,57.201,1.2094,223.2512
300136,信维通信,1.9211,140.5445,4.7198,57.2058,0.8939,302.0472
002019,亿帆医药,4.1594,64.9132,4.712,57.3005,0.9712,278.0066
600668,尖峰集团,8.4504,31.9512,4.709,57.336999999999996,2.1594,125.0347
002104,恒宝股份,5.9856,45.1083,4.7066,57.3663,0.8429,320.3227
002831,裕同科技,1.7629,153.1567,4.705,57.3858,0.8931,302.3178
000963,华东医药,4.0151,67.2461,4.7019,57.4236,1.7109999999999999,157.8025
002264,新华都,26.2925,10.2691,4.7003,57.4431,2.4098,112.0425
600983,惠而浦,3.3388,80.8674,4.7001,57.4456,0.8725,309.4556
000836,富通鑫茂,4.0959,65.9196,4.6997,57.4505,1.0204,264.6021
603816,顾家家居,11.7163,23.0448,4.6915,57.5509,1.4380000000000002,187.7608
300676,华大基因,1.775,152.1127,4.69,57.5693,0.4811,561.2139
603777,来伊份,104.6303,2.5805,4.6703,57.8121,1.4475,186.5285
603578,三星新材,2.31,116.8831,4.6576,57.9698,0.5872,459.8093
000688,国城矿业,11.0788,24.3709,4.6525,58.0333,0.8532,316.4557
600797,浙大网新,2.2057,122.4101,4.6498,58.067,0.8451,319.4888
600757,长江传媒,7.7431,34.8698,4.649,58.077,0.9229,292.5561
000983,西山煤电,8.8438,30.5299,4.6426,58.1571,1.3484,200.2373
600690,青岛海尔,9.2346,29.2379,4.6339,58.2663,1.4904,181.1594
600998,九州通,3.4517,78.2223,4.633,58.2776,1.3422,201.1623
002539,云图控股,13.1522,20.5289,4.6322,58.2876,1.4364,187.9699
600313,农发种业,15.3164,17.6282,4.6273,58.3494,1.0247,263.4918
600255,梦舟股份,5.0912,53.0327,4.6245,58.3847,1.3801,195.638
300721,怡达股份,8.7379,30.8999,4.6178,58.4694,1.1018,245.0535
600667,太极实业,4.1671,64.7933,4.6172,58.477,1.0926,247.11700000000002
603089,正裕工业,3.1773,84.9778,4.6160000000000005,58.4922,0.9966,270.9211
000919,金陵药业,4.4745,60.3419,4.6133,58.5264,0.9869,273.5839
600882,广泽股份,6.9935,38.6073,4.6042,58.6421,0.7378,365.9528
601208,东材科技,3.7904,71.2326,4.6021,58.6689,1.0647,253.5926
603519,立霸股份,3.6538,73.8957,4.6004,58.6905,1.1149,242.1742
600019,宝钢股份,17.0824,15.8057,4.5992,58.7059,1.6852,160.2184
600167,联美控股,8.8471,30.5185,4.5956,58.7518,0.2459,1098.0073
600808,马钢股份,61.6384,4.3804,4.5949,58.7608,1.8557,145.4977
603355,莱克电气,4.1124,65.6551,4.5671,59.1185,1.0687,252.6434
601101,昊华能源,17.6514,15.2962,4.5662,59.1301,1.1266,239.6592
603937,丽岛新材,4.4708,60.3919,4.5578,59.2391,0.71,380.2817
002032,苏泊尔,7.6584,35.2554,4.5547,59.2794,1.7219,156.8035
002157,正邦科技,33.1461,8.1458,4.5528,59.3042,2.8325,95.3222
000404,长虹华意,4.8108,56.1237,4.5498,59.3433,0.8858,304.8092
300118,东方日升,2.4514,110.1411,4.5496,59.3459,0.6465,417.6334
603696,安记食品,,,4.5489999999999995,59.3537,0.4382,616.1569999999999
002589,瑞康医药,1.6782,160.8867,4.5489999999999995,59.3537,1.0045,268.7904
300562,乐心医疗,4.1354,65.2899,4.5472,59.3772,1.0541,256.1427
603686,龙马环卫,1.6649,162.1719,4.5353,59.533,0.7517,359.1858
002429,兆驰股份,3.207,84.1908,4.5280000000000005,59.629,0.6852,394.0455
000338,潍柴动力,7.6754,35.1773,4.5272,59.6395,1.1519,234.3953
300476,胜宏科技,2.2812,118.3588,4.5236,59.687,0.9601,281.2207
300120,经纬辉开,2.4594,109.7829,4.5226,59.7002,1.2155,222.1308
603806,福斯特,3.188,84.6926,4.5166,59.7795,0.7389,365.408
300525,博思软件,1.6355,165.0871,4.5049,59.9347,0.4952,545.2342
002390,信邦制药,1.8808,143.5559,4.4975,60.0334,0.7685,351.3338
002348,高乐股份,1.6808,160.6378,4.4924,60.1015,1.0281,262.6204
600662,强生控股,13.9105,19.4098,4.4888,60.1497,1.548,174.4186
603348,文灿股份,3.4935,77.2864,4.4858,60.1899,1.2683,212.8834
603186,华正新材,2.056,131.32299999999998,4.4830000000000005,60.2275,1.0144,266.1672
603788,宁波高发,3.6691,73.5875,4.4658,60.4595,0.5164,522.8505
300697,电工合金,2.7357,98.695,4.4579,60.5666,1.0832,249.2614
002617,露笑科技,1.5145,178.2767,4.454,60.6197,0.7214,374.2722
000062,深圳华强,4.0371,66.8797,4.4532,60.6306,1.4875,181.5126
600143,金发科技,4.1134,65.6391,4.4468,60.7178,1.5893,169.8861
603228,景旺电子,2.5497,105.8948,4.4448,60.7451,0.9566,282.2496
600522,中天科技,3.4576,78.0888,4.4385,60.8314,1.1953,225.8847
000862,银星能源,0.8283,325.9689,4.4316,60.9261,0.4713,572.8835
603380,易德龙,3.0365,88.9182,4.4287,60.966,0.9274,291.1365
002150,通润装备,4.5657,59.1366,4.4274,60.9839,0.8358,323.0438
002212,南洋股份,3.1932,84.5547,4.4239999999999995,61.0307,1.1966,225.6393
600876,洛阳玻璃,3.3712,80.0902,4.4198,61.0887,1.0252,263.3632
002751,易尚展示,1.7619999999999998,153.235,4.4184,61.1081,0.8266,326.6392
601113,华鼎股份,8.3143,32.4742,4.4135,61.1759,1.1599,232.7787
603360,百傲化学,4.022,67.1308,4.4018,61.3385,0.9531,283.2861
000786,北新建材,38.4606,7.0202,4.3995,61.3706,1.6898,159.7822
300107,建新股份,9.2309,29.2496,4.3846,61.5792,1.2362,218.4113
603178,圣龙股份,3.1983,84.4198,4.3712,61.7679,1.1484,235.1097
002868,绿康生化,4.4981,60.0253,4.3669,61.8288,0.528,511.3636
300310,宜通世纪,1.9909999999999999,135.6102,4.3645,61.8628,0.8270000000000001,326.4813
600538,国发股份,0.9952,271.3023,4.3629,61.8854,0.294,918.3673
300716,国立科技,2.4931,108.2989,4.3597,61.9309,1.1161,241.9138
002637,赞宇科技,7.9574,33.9307,4.3594,61.9351,1.7966,150.2839
300085,银之杰,2.3049,117.1417,4.349,62.0832,0.7211,374.42800000000005
603515,欧普照明,10.7317,25.1591,4.3479,62.0989,1.1172,241.6756
000536,华映科技,1.4374,187.8392,4.3455,62.1332,0.3707,728.3518
300041,回天新材,2.6031,103.7225,4.3422,62.1805,0.9187,293.8935
002057,中钢天源,2.9107,92.7612,4.3416,62.1891,0.8471,318.7345
300717,华信新材,1.9563,138.0156,4.3379,62.2421,0.633,426.5403
601886,江河集团,0.9408,286.9898,4.3366,62.2608,0.5823,463.6785
600755,厦门国贸,37.8976,7.1245,4.3318,62.3297,2.1268,126.9513
601010,文峰股份,271.4875,0.9945,4.3303,62.3513,2.6467,102.0138
600373,中文传媒,6.0482,44.6414,4.3222,62.4682,0.6246,432.2767
601366,利群股份,56.5446,4.775,4.3209,62.486999999999995,1.9614,137.6568
600694,大商股份,72.4959,3.7243,4.3083,62.6697,1.7278,156.2681
600894,广日股份,3.4582,78.0753,4.3073,62.6843,0.8989,300.3671
603321,梅轮电梯,1.8973,142.3075,4.3012,62.7732,0.4415,611.5515
603129,春风动力,,,4.2972,62.8316,1.2771,211.4165
603977,国泰集团,,,4.296,62.8492,0.9334,289.2651
300233,金城医药,3.4113,79.1487,4.2904,62.9312,1.2278,219.9055
600469,风神股份,4.8628,55.5236,4.2904,62.9312,1.3819,195.3832
002319,乐通股份,2.1139,127.726,4.2874,62.9752,1.1675,231.2634
603042,华脉科技,1.0822,249.4918,4.2815,63.062,0.6862,393.4713
600615,丰华股份,2.9587,91.2563,4.276,63.1431,0.1042,2591.1708
600227,圣济堂,2.3847,113.2218,4.2759,63.1446,0.8441,319.8673
002836,新宏泽,1.6395,164.6844,4.2759,63.1446,0.655,412.2137
002735,王子新材,1.9656,137.3626,4.2726,63.1934,0.833,324.1297
002833,弘亚数控,23.1069,11.6848,4.2706,63.223,0.94,287.23400000000004
603306,华懋科技,2.8213,95.7006,4.2695,63.2393,0.4086,660.793
603596,伯特利,2.3764,113.6172,4.2678,63.2644,0.7909,341.3832
603996,中新科技,2.8893,93.4482,4.2664,63.2852,1.3633,198.0489
600165,新日恒力,7.8665,34.3228,4.2629,63.3372,0.3199,844.0138
300451,创业软件,1.4564,185.3886,4.2569,63.4264,0.7883,342.5092
002430,杭氧股份,3.4318,78.6759,4.2566,63.4309,0.9816,275.0611
600217,中再资环,0.5662,476.8633,4.2548,63.4577,0.4251,635.1447
000417,合肥百货,81.3914,3.3173,4.2505,63.5219,1.4084,191.7069
002139,拓邦股份,3.0798,87.66799999999999,4.2416,63.6552,1.2003,224.9438
000032,深桑达A,5.9993,45.0053,4.2346,63.7604,0.7639,353.4494
603601,再升科技,2.3527,114.7618,4.2314,63.8087,0.8071,334.531
603999,读者传媒,3.5022,77.0944,4.2282,63.857,0.3994,676.0139999999999
603876,鼎胜新材,6.3554,42.4836,4.2263,63.8857,1.5362,175.7584
002420,毅昌股份,3.7260000000000004,72.4638,4.2256,63.8963,1.6153,167.1516
300128,锦富技术,2.7715,97.4202,4.2254,63.8993,0.9653,279.7058
603721,中广天择,1.4163,190.6376,4.2246,63.9114,0.4492,601.0686
603090,宏盛股份,2.3151,116.6256,4.2238,63.9235,0.9266,291.3879
300265,通光线缆,1.1693,230.9074,4.2237,63.925,0.7788,346.6872
002451,摩恩电气,1.5999,168.7605,4.2229,63.9371,0.7027,384.2322
002064,华峰氨纶,5.9936,45.0481,4.2182,64.0083,1.3245,203.8505
300322,硕贝德,3.1429,85.9079,4.2158,64.0448,1.1175,241.6107
000977,浪潮信息,5.9742,45.1943,4.2124,64.0965,1.6864,160.1044
000823,超声电子,2.6194,103.07700000000001,4.2101,64.1315,1.1262,239.7443
300715,凯伦股份,1.9156,140.94799999999998,4.2069,64.1803,0.7517,359.1858
000501,鄂武商A,1095.1771,0.2465,4.2007,64.275,2.3109,116.8376
002144,宏达高科,2.8057,96.2327,4.1973,64.3271,0.7368,366.4495
002361,神剑股份,1.5771,171.2003,4.1905,64.4315,0.6466,417.5688
603020,爱普股份,5.3938,50.0575,4.1871,64.4838,1.0588,255.0057
002669,康达新材,1.5507,174.1149,4.1731,64.7001,0.5399,500.0926
000739,普洛药业,4.4371,60.8506,4.1718,64.7203,1.5652,172.5019
002243,通产丽星,2.1897,123.3046,4.1691,64.7622,1.1818,228.4651
603010,万盛股份,4.9632,54.4004,4.1667,64.7995,1.3698,197.1091
000756,新华制药,8.8116,30.6414,4.1646,64.8322,1.8377,146.9228
603679,华体科技,1.3025,207.2937,4.1599,64.9054,0.6178,437.0346
603313,梦百合,4.8927,55.1843,4.1578,64.9382,1.3128,205.6673
600151,航天机电,2.1835,123.6547,4.1573,64.946,0.7197,375.1563
002533,金杯电工,4.2743,63.1682,4.1321,65.3421,1.4028,192.4722
002861,瀛通通讯,2.7030000000000003,99.889,4.1313,65.3547,0.7669,352.0668
002405,四维图新,2.7167,99.3853,4.1286,65.3975,0.3786,713.1537
002758,华通医药,3.6653,73.6638,4.1223,65.4974,1.2894,209.3997
603868,飞科电器,8.1172,33.2627,4.1216,65.5085,1.2065,223.7878
300599,雄塑科技,9.1338,29.5605,4.1193,65.5451,1.2168,221.8935
300290,荣科科技,0.7815,345.4894,4.1184,65.5594,0.5048,534.8653
002156,通富微电,,,4.1163,65.5929,1.1652,231.7199
300644,南京聚隆,2.9602,91.2101,4.1123,65.6567,1.0703,252.2657
002838,道恩股份,3.3899,79.6484,4.1085,65.7174,1.2382,218.0585
000697,炼石航空,,,4.1080000000000005,65.7254,0.8123,332.3895
603969,银龙股份,1.7697,152.5682,4.1064,65.751,0.9226,292.6512
002180,纳思达,7.5038,35.9818,4.106,65.7574,1.5635,172.6895
002232,启明信息,2.5428,106.1822,4.1051,65.7718,0.638,423.1975
600993,马应龙,11.2381,24.0254,4.1011,65.836,0.7453,362.2702
000565,渝三峡A,4.0257,67.0691,4.0971,65.9003,0.7498,360.096
000650,仁和药业,7.1079,37.9859,4.0946,65.9405,1.2682,212.9002
603768,常青股份,6.3491,42.5257,4.0942,65.9469,0.9492,284.4501
600619,海立股份,4.2381,63.7078,4.0872,66.0599,1.0683,252.738
000893,*ST东凌,9.117,29.615,4.0845,66.1036,0.4847,557.0456
600080,金花股份,3.4667,77.8839,4.077,66.2252,0.8589,314.3556
002478,常宝股份,5.6165,48.0726,4.0761,66.2398,1.1569,233.3823
002516,旷达科技,2.1215,127.2684,4.0719,66.3081,0.5018,538.063
300019,硅宝科技,3.4127,79.1162,4.0675,66.3798,1.2042,224.2152
601058,赛轮轮胎,5.9441,45.4232,4.0585,66.527,1.4365,187.9568
000788,北大医药,1.6504,163.5967,4.0512,66.6469,0.8751,308.5362
002591,恒大高新,1.1051,244.3218,4.0485,66.6914,0.377,716.1804
600037,歌华有线,4.7716,56.5848,4.0441,66.7639,0.191,1413.6126
002383,合众思壮,2.2409,120.4873,4.0409,66.8168,0.6706,402.6245
002421,达实智能,0.895,301.676,4.0385,66.8565,0.4484,602.1409
600183,生益科技,2.3205,116.3542,4.0376,66.8714,1.1032,244.7426
300390,天华超净,3.0610000000000004,88.2065,4.0352,66.9112,1.2396,217.8122
002335,科华恒盛,1.754,153.9339,4.0288,67.0175,0.7639,353.4494
603218,日月股份,2.0462,131.9519,4.0271,67.0458,0.5961,452.9441
002145,中核钛白,6.2783,43.0053,4.0218,67.1341,1.1607,232.6182
600146,商赢环球,3.8516,70.1007,4.0201,67.1625,0.8416,320.8175
603488,展鹏科技,2.2615,119.3898,4.0193,67.1759,0.3036,889.3281
002273,水晶光电,2.8455,94.8867,4.0187,67.1859,0.615,439.0244
600844,丹化科技,23.9052,11.2946,4.0178,67.20100000000001,1.5135,178.3944
300211,亿通科技,0.789,342.2053,4.0172,67.211,0.2803,963.2537
300135,宝利国际,3.3309,81.0592,4.0162,67.2277,0.6703,402.8047
603238,诺邦股份,6.7029,40.2811,4.0157,67.2361,0.9847,274.1952
000636,风华高科,3.603,74.9376,4.013999999999999,67.2646,1.1792,228.9688
002859,洁美科技,2.1959,122.9564,4.0114,67.3082,1.0849,248.8709
600727,鲁北化工,56.7277,4.7596,4.0089,67.3501,0.6971,387.3189
600218,全柴动力,4.2347,63.7589,4.0072,67.3787,1.026,263.1579
600864,哈投股份,2.8245,95.5921,4.0032,67.446,0.026000000000000002,10384.6154
000619,海螺型材,11.0524,24.4291,3.9998,67.5034,1.1661,231.541
002592,八菱科技,6.8837,39.2231,3.9883,67.69800000000001,0.5577,484.1313
000848,承德露露,,,3.987,67.7201,0.8556,315.568
000598,兴蓉环境,3.9142,68.9796,3.9783,67.8682,0.8599,313.99
002882,金龙羽,3.3854,79.7542,3.9774,67.8835,1.4121,191.2046
002129,中环股份,5.7008,47.3618,3.9758,67.9109,0.7815,345.4894
002554,惠博普,1.1046,244.4324,3.9733,67.9536,0.3787,712.9654
600674,川投能源,2.036,132.613,3.9687,68.0324,0.5366,503.1681
300405,科隆股份,1.5653,172.4909,3.965,68.0958,0.6941,388.9929
600480,凌云股份,4.1639,64.8431,3.9645,68.1044,1.2187,221.5476
000878,云南铜业,40.7875,6.6197,3.9602,68.1784,2.3603,114.3922
603005,晶方科技,4.8182,56.0375,3.9531,68.3008,0.4405,612.9398
601567,三星医疗,2.4691,109.3516,3.9524,68.3129,0.6545,412.5286
002599,盛通股份,3.2589,82.85,3.9522,68.3164,1.2456,216.763
002011,盾安环境,3.4936,77.2842,3.9435,68.4671,1.0604,254.6209
600332,白云山,4.7431,56.9248,3.9426,68.4827,0.953,283.3158
600959,江苏有线,7.2247,37.3718,3.9352,68.6115,0.6721,401.7259
600326,西藏天路,6.2689,43.0698,3.9329,68.6516,0.7537,358.2327
002333,罗普斯金,8.7177,30.9715,3.9325,68.6586,1.4844,181.8917
601969,海南矿业,5.1006,52.9349,3.9234,68.8179,0.2514,1073.9857
000951,中国重汽,8.8415,30.5378,3.9219999999999997,68.8424,1.3273,203.4205
600664,哈药股份,2.8575,94.4882,3.9205,68.8688,0.9722,277.7206
600182,S佳通,2.4539,110.0289,3.9202,68.874,1.389,194.3844
000716,黑芝麻,3.2307,83.5732,3.9113,69.0308,0.9725,277.635
603536,惠发股份,6.1789,43.6971,3.9089,69.0731,1.6264,166.0108
002170,芭田股份,18.7176,14.4249,3.9045,69.15100000000001,1.1436,236.0965
600178,东安动力,2.476,109.0468,3.9035,69.1687,0.6725,401.48699999999997
000751,锌业股份,78.1684,3.4541,3.8949,69.3214,2.4151,111.7966
300534,陇神戎发,0.883,305.7758,3.8949,69.3214,0.5775,467.5325
000581,威孚高科,3.4593,78.0505,3.8943,69.3321,0.569,474.5167
300057,万顺股份,,,3.8926,69.3624,0.9347,288.8627
300511,雪榕生物,75.3891,3.5814,3.8915,69.382,2.1174,127.5149
600328,兰太实业,12.9474,20.8536,3.889,69.4266,1.6781,160.8963
002660,茂硕电源,1.9917,135.5626,3.8859,69.482,0.835,323.3533
000705,浙江震元,4.5578,59.2391,3.8744,69.6882,1.7412,155.0655
002853,皮阿诺,3.6273,74.4355,3.8735,69.7044,0.7283,370.7263
002048,宁波华翔,4.0205,67.1558,3.872,69.7314,1.2483,216.2942
002906,华阳集团,2.4134,111.8754,3.8716,69.7386,0.7242,372.8252
603156,养元饮品,289.2368,0.9335,3.8621,69.9102,0.5875,459.5745
002054,德美化工,2.6185,103.1125,3.8614,69.9228,0.9049,298.3755
300679,电连技术,3.3641,80.2592,3.861,69.9301,0.3185,847.7237
603655,朗博科技,1.7759,152.0356,3.86,69.9482,0.3918,689.1271
002045,国光电器,2.4978,108.0951,3.8598,69.9518,1.1701,230.7495
600295,鄂尔多斯,7.6984,35.0722,3.8569999999999998,70.0026,1.038,260.1156
600569,安阳钢铁,30.5074,8.8503,3.8558,70.0244,1.7235,156.658
600066,宇通客车,1.1352,237.8436,3.8515,70.1026,0.6945,388.7689
002014,永新股份,3.8751,69.6756,3.8505,70.1208,1.0612,254.4289
002826,易明医药,4.9901,54.1071,3.8501,70.128,0.6937,389.2172
300388,国祯环保,3.0481,88.5798,3.8458,70.2065,0.8859999999999999,304.7404
002101,广东鸿图,2.7068,99.7488,3.8417,70.2814,1.1475,235.2941
603585,苏利股份,5.3475,50.4909,3.8411,70.2924,0.7503,359.8561
002299,圣农发展,17.7627,15.2004,3.8355,70.395,2.7736,97.3464
300225,金力泰,1.8264,147.8318,3.8345,70.4134,0.7207,374.6358
600378,天科股份,2.3877,113.0795,3.8254,70.5809,0.4717,572.3977
002898,赛隆药业,5.3718,50.2625,3.8133,70.8048,0.7873,342.9442
000521,长虹美菱,7.4667,36.1606,3.8101,70.8643,1.0154,265.9051
002336,人人乐,,,3.8092,70.881,2.4547,109.9931
002616,长青集团,4.3157,62.5623,3.8089999999999997,70.8847,1.1453,235.7461
300246,宝莱特,3.0833,87.5685,3.8083,70.8978,1.2562,214.9339
300602,飞荣达,2.0948,128.8906,3.8074,70.9145,0.715,377.6224
002370,亚太药业,3.0452,88.6641,3.7993,71.0657,0.7329,368.3995
603303,得邦照明,3.2607,82.8043,3.7963,71.1219,0.9998,270.05400000000003
603829,洛凯股份,1.93,139.8964,3.7953,71.1406,0.6083,443.8599
600071,凤凰光学,2.269,118.9952,3.7948,71.15,0.9985,270.4056
000700,模塑科技,4.5675,59.1133,3.7897,71.2457,1.3285,203.2367
002850,科达利,2.6707,101.0971,3.7871,71.2947,0.8014,336.9104
603059,倍加洁,5.0504,53.4611,3.785,71.3342,1.0608,254.5249
000980,众泰汽车,2.7556,97.9823,3.785,71.3342,0.7849,343.9929
002733,雄韬股份,2.6024,103.7504,3.7832,71.3682,0.7623,354.1913
002925,盈趣科技,2.9859,90.425,3.7816,71.3983,0.6654,405.77099999999996
603309,维力医疗,6.3489,42.5271,3.7782,71.4626,0.9275,291.1051
600869,智慧能源,2.6129,103.3335,3.7749,71.5251,1.0061,268.363
002444,巨星科技,3.3593,80.3739,3.7721,71.5782,0.8133,331.9808
000920,南方汇通,13.34,20.2399,3.772,71.5801,1.1997,225.0563
600309,万华化学,15.5029,17.4161,3.7648,71.717,1.7817,151.5407
300130,新国都,3.4033,79.3348,3.7627,71.757,0.6698,403.1054
002578,闽发铝业,6.1936,43.5934,3.7585,71.8372,1.2331,218.9603
603117,万林股份,4.4585,60.5585,3.7578,71.8506,0.1918,1407.7164
600122,宏图高科,11.1625,24.1881,3.7576,71.8544,0.9025,299.16900000000004
002580,圣阳股份,1.6954,159.2545,3.7517,71.9674,0.9417,286.7155
002776,柏堡龙,4.2747,63.1623,3.7494,72.0115,0.3585,753.1381
000546,金圆股份,5.4613,49.4388,3.7487,72.025,1.7295,156.1145
002892,科力尔,4.7516,56.823,3.7478,72.0423,0.9885,273.1411
002476,宝莫股份,3.2966,81.9026,3.7468,72.0615,0.46,586.9565
600817,ST宏盛,7.2712,37.1328,3.7396,72.2002,0.2697,1001.1123
002181,粤传媒,2.5262,106.8799,3.7367,72.2563,0.2301,1173.4029
300151,昌红科技,3.3285,81.1176,3.7285,72.4152,0.8023,336.5325
002394,联发股份,7.1212,37.915,3.7244,72.4949,1.3064,206.6748
603798,康普顿,26.235,10.2916,3.7239999999999998,72.5027,1.1183,241.4379
002697,红旗连锁,252.9115,1.0676,3.7239999999999998,72.5027,2.2191,121.6709
600845,宝信软件,1.9078,141.5243,3.7155,72.6686,0.5485,492.2516
300221,银禧科技,2.6375,102.3697,3.7146,72.6862,1.0547,255.997
000902,新洋丰,39.0272,6.9183,3.713,72.7175,1.6031,168.4237
600241,时代万恒,5.0998,52.9433,3.7088,72.7998,0.4492,601.0686
002512,达华智能,2.3745,113.7081,3.7026,72.9217,0.8161,330.8418
600781,辅仁药业,1.8599,145.1691,3.6994,72.9848,0.8555,315.6049
600898,国美通讯,2.1155,127.6294,3.6974,73.0243,1.0538,256.2156
600929,湖南盐业,20.3058,13.2967,3.6946,73.0796,1.5603,173.0436
002475,立讯精密,2.8015,96.3769,3.6942,73.0875,1.1248,240.0427
002105,信隆健康,2.7832,97.0106,3.6923,73.1252,1.1387,237.1125
600125,铁龙物流,76.4981,3.5295,3.6889,73.1926,2.3027,117.2537
002692,睿康股份,1.6954,159.2545,3.6878,73.2144,0.8925,302.52099999999996
002866,传艺科技,1.8056,149.5348,3.6847,73.27600000000001,0.7587,355.8719
300320,海达股份,1.9041,141.7993,3.6838,73.2939,1.0809,249.7918
002810,山东赫达,4.1077,65.7302,3.6836,73.2979,1.4461,186.7091
002053,云南能投,4.1115,65.6695,3.6785,73.3995,0.8025,336.4486
300241,瑞丰光电,2.2037,122.5212,3.6729,73.5114,0.8506,317.423
002271,东方雨虹,1.9677,137.216,3.6679,73.6116,0.8619,313.2614
300253,卫宁健康,0.8529,316.567,3.6667,73.6357,0.5271,512.2368
600682,南京新百,11.3344,23.8213,3.6635,73.7,1.3742,196.47799999999998
603789,星光农机,1.5221,177.3865,3.6609,73.7524,0.6276,430.2103
600509,天富能源,9.1981,29.3539,3.6602,73.7665,0.9051,298.3096
002824,和胜股份,3.5942,75.12100000000001,3.6592,73.7866,1.4032,192.4173
600132,重庆啤酒,56.3614,4.7905,3.6581,73.8088,1.7811,151.5917
300244,迪安诊断,2.1630000000000003,124.8266,3.6559,73.8532,1.1796,228.8911
002799,环球印务,2.842,95.0035,3.6552,73.8674,0.9503,284.1208
600195,中牧股份,6.3207,42.7168,3.648,74.0132,0.8631,312.8259
300576,容大感光,1.8259999999999998,147.8642,3.6478,74.0172,0.8175,330.2752
300205,天喻信息,2.4067,112.1868,3.6459,74.0558,1.0433,258.7942
603013,亚普股份,4.6543,58.0109,3.6456,74.0619,1.5039,179.5332
600673,东阳光科,6.3861,42.2793,3.6453,74.068,1.214,222.4053
300577,开润股份,,,3.6428,74.1188,1.473,183.2994
300439,美康生物,2.4921,108.3424,3.6423,74.12899999999999,1.1496,234.8643
300207,欣旺达,3.1053,86.9481,3.6404,74.1677,1.2067,223.7507
300182,捷成股份,1.266,213.2701,3.6379,74.2186,0.4574,590.293
600637,东方明珠,4.1530000000000005,65.0132,3.6369,74.23899999999999,0.4213,640.8735
002495,佳隆股份,24.7786,10.8965,3.6344,74.2901,0.8615,313.4068
600096,云天化,11.3154,23.8613,3.6323,74.3331,1.1074,243.8143
600127,金健米业,11.7844,22.9116,3.6316,74.3474,1.9146,141.0216
300658,延江股份,2.9174,92.5482,3.6257,74.4684,0.7338,367.9477
300686,智动力,3.4501,78.2586,3.6226,74.5321,0.8673,311.311
