code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
000526,紫光学大,103.1979,2.6163,39749.8707,0.0068,1.4849,181.8304
002647,仁东控股,2.2324,120.9461,30613.1087,0.0088,0.6141,439.6678
603377,东方时尚,9984.5895,0.027000000000000003,21565.814,0.0125,0.8664,311.6343
000429,粤高速A,25.0985,10.7576,6425.3515,0.042,1.0176,265.3302
300347,泰格医药,2.2676,119.0686,5115.42,0.0528,1.1431,236.1998
600897,厦门空港,4.5729,59.0435,4626.0803,0.0584,1.2876,209.6925
002659,凯文教育,23.7217,11.382,4217.6704,0.064,0.2582,1045.701
002400,省广集团,3.7687,71.6427,3872.316,0.0697,1.5239,177.17700000000002
300467,迅游科技,9.7246,27.7646,3718.9331,0.0726,0.7961,339.1534
000415,渤海金控,12.7961,21.1002,3029.5999,0.0891,0.6638,406.749
002707,众信旅游,14.7645,18.2871,3021.1448,0.0894,2.6269,102.7827
300675,建科院,1.1607,232.6182,2535.9279,0.1065,0.5016,538.2775
603258,电魂网络,32.2398,8.3747,2220.3087,0.1216,0.2352,1147.9592
603357,设计总院,0.9042,298.6065,2129.1335,0.1268,0.4544,594.1901
601619,嘉泽新能,0.7963,339.0682,2102.9055,0.1284,0.5365,503.2619
300170,汉得信息,1.2734,212.0308,1766.9917,0.1528,0.8066,334.7384
600576,祥源文化,1.3916,194.0213,1460.7844,0.1848,0.4293,628.9308
603569,长久物流,2.0954,128.8537,1272.8575,0.2121,1.1024,244.9202
603056,德邦股份,15.3575,17.581,1187.9595,0.2273,3.2465,83.1665
002039,黔源电力,12.4285,21.7243,1108.1397,0.2437,1.8747,144.023
603813,原尚股份,3.4905,77.3528,903.2845,0.2989,1.8316,147.4121
000503,国新健康,13.0873,20.6307,861.248,0.3135,0.0523,5162.5239
600131,岷江水电,212.6717,1.2696,830.3711,0.3252,4.2371,63.7228
300051,三五互联,6.2875,42.9423,716.7274,0.3767,0.6736,400.8314
300746,汉嘉设计,2.1092,128.0106,708.3395,0.3812,0.8334,323.9741
600452,涪陵电力,8.3797,32.2207,698.4567,0.3866,2.1254,127.0349
002649,博彦科技,2.8921,93.3578,559.629,0.4825,1.1096,243.3309
601519,大智慧,5.9513,45.3682,558.7903,0.4832,0.4851,556.5863
300383,光环新网,3.0933,87.2854,534.0196,0.5056,1.3862,194.7771
600605,汇通能源,4.4813,60.2504,509.6683,0.5298,2.9624,91.1423
300348,长亮科技,1.0546,256.0212,397.2659,0.6796,0.5982,451.3541
000796,凯撒旅游,5.9181,45.6228,389.3776,0.6934,1.6477,163.8648
600270,外运发展,5.122999999999999,52.7035,383.88300000000004,0.7033,0.7583,356.0596
300687,赛意信息,1.4436,187.0324,359.0458,0.752,0.7084,381.1406
000088,盐田港,9.9981,27.0051,354.2933,0.7621,0.2231,1210.2196
300560,中富通,0.8628,312.9346,345.4048,0.7817,0.6712,402.2646
603506,南都物业,3.7039,72.8961,342.5446,0.7882,0.8919,302.7245
002468,申通快递,13.9507,19.3539,323.7378,0.8340000000000001,1.9803,136.343
600233,圆通速递,15.7974,17.0914,320.8012,0.8416,3.0897,87.3871
000089,深圳机场,5.0475,53.4918,318.9916,0.8464,0.6431,419.8414
002027,分众传媒,2.6628,101.397,317.5379,0.8503,0.9333,289.296
002357,富临运业,8.2202,32.8459,309.767,0.8716,2.5275,106.8249
000606,顺利办,5.1522,52.4048,308.2452,0.8759,0.5449,495.5038
600556,ST慧球,,,242.7157,1.1124,0.4596,587.4674
600634,*ST富控,8.3632,32.2843,234.1443,1.1531,0.2676,1008.9686
300494,盛天网络,,,221.7149,1.2178,0.3934,686.3244
000791,甘肃电投,2.6023,103.7544,208.3961,1.2956,0.8761,308.184
002285,世联行,3.1536,85.6164,206.7471,1.3059,0.4775,565.445
300144,宋城演艺,47.8541,5.6421,200.5584,1.3462,0.9084,297.2259
002018,*ST华信,0.2226,1212.938,199.1087,1.3559999999999999,0.1756,1537.5854
600221,海航控股,22.5388,11.9793,195.4911,1.3811,1.2744,211.8644
600865,百大集团,46.3118,5.83,188.5786,1.4318,0.8617,313.3341
600705,中航资本,20.0385,13.4741,185.9557,1.452,0.0368,7336.9565
000524,岭南控股,33.5635,8.0445,185.7853,1.4533,3.1157,86.6579
603444,吉比特,5.5021,49.0722,181.4591,1.4879,0.4809,561.4473
300215,电科院,14.0381,19.2334,175.9936,1.5341,0.7857,343.6426
603888,新华网,1.7631,153.1394,167.8064,1.609,0.335,805.9701
600722,金牛化工,,,165.0038,1.6363,0.7758,348.0278
600025,华能水电,4.9235,54.839,160.09799999999998,1.6865,1.4351,188.1402
002889,东方嘉盛,2.6252,102.8493,159.7188,1.6905,1.3066,206.6432
601518,吉林高速,,,154.6385,1.746,0.8522,316.827
002127,南极电商,2.583,104.5296,150.3849,1.7954,0.8486,318.1711
600012,皖通高速,,,144.357,1.8704,0.8909,303.0643
600009,上海机场,5.2404,51.5228,144.2463,1.8718,0.6859999999999999,393.586
300598,诚迈科技,1.5932,169.4702,140.1924,1.9259,0.8476,318.5465
002072,凯瑞德,0.9229,292.5561,135.468,1.9931,0.1216,2220.3947
603223,恒通股份,33.7735,7.9944,125.1101,2.1581,5.5879,48.3187
300017,网宿科技,2.7516,98.1247,120.8392,2.2344,0.853,316.5299
603825,华扬联众,2.2097,122.1885,118.2864,2.2826,1.5946,169.3215
002352,顺丰控股,11.0046,24.5352,88.4896,3.0512,2.1358,126.4163
000007,全新好,1115.5598,0.242,85.6132,3.1537,0.1931,1398.2393
601021,春秋航空,122.0597,2.2119999999999997,81.9271,3.2956,1.2643,213.5569
000889,茂业通信,2.2213,121.5504,80.9161,3.3368,1.4137,190.9882
603689,皖天然气,34.3744,7.8547,79.7826,3.3842,2.8971,93.1966
600179,安通控股,6.7478,40.013000000000005,78.8457,3.4244,2.1315,126.6714
603885,吉祥航空,39.5017,6.8351,78.6421,3.4333,2.0396,132.3789
300571,平治信息,4.3177,62.5333,75.2891,3.5862,1.2989,207.8682
600640,号百控股,2.766,97.6139,74.6205,3.6183,0.514,525.2918
002629,仁智股份,24.1596,11.1757,74.0451,3.6464,3.7647,71.7189
002325,洪涛股份,0.5670000000000001,476.1905,73.9157,3.6528,0.34700000000000003,778.0980000000001
600033,福建高速,,,73.2576,3.6856,1.4906,181.1351
000038,深大通,2.3425,115.2615,72.8925,3.7041,0.6424,420.2989
600633,浙数文化,6.9549,38.8216,72.8646,3.7055,0.4491,601.2024
300550,和仁科技,0.9142,295.3402,72.1116,3.7442,0.41100000000000003,656.9343
002120,韵达股份,22.4422,12.0309,72.0635,3.7467,1.2666,213.1691
600969,郴电国际,9.8025,27.544,71.8833,3.7561,0.5204,518.8317
002081,金螳螂,0.9654,279.6768,71.4999,3.7762,0.73,369.86300000000006
000665,湖北广电,7.5219,35.8952,67.9782,3.9719,1.0878,248.2074
600083,博信股份,5.4084,49.9223,67.5482,3.9971,3.8376,70.3565
600995,文山电力,41.5368,6.5003,67.01899999999999,4.0287,3.2569999999999997,82.8984
603300,华铁科技,1.3822,195.3408,66.1504,4.0816,0.2804,962.9101
600050,中国联通,,,64.4345,4.1903,2.6395,102.2921
603648,畅联股份,4.9817,54.1984,64.2143,4.2047,0.7551,357.5685
600689,上海三毛,19.9668,13.5224,64.0451,4.2158,2.3696,113.9433
600777,新潮能源,7.7937,34.6434,63.9862,4.2197,1.1776,229.2799
300012,华测检测,3.5847,75.3201,63.2464,4.269,1.04,259.6154
600880,博瑞传播,3.3732,80.0427,62.4933,4.3205,0.3939,685.4532
603713,密尔克卫,2.9821,90.5402,61.8726,4.3638,1.5103,178.7724
600317,营口港,8.6826,31.0967,61.6833,4.3772,0.8690000000000001,310.702
600678,四川金顶,72.8735,3.7051,61.2895,4.4053,2.7409,98.5078
601595,上海电影,2.9379,91.9024,61.0479,4.4228,0.4386,615.5951
600814,杭州解百,,,60.6536,4.4515,1.4555,185.5033
002034,旺能环境,3.1749,85.042,60.4071,4.4697,0.4664,578.9022
600093,易见股份,14.1035,19.1442,59.0889,4.5694,0.8887,303.8146
000543,皖能电力,8.0438,33.5662,58.9569,4.5796,3.2238,83.7521
600874,创业环保,0.8606,313.7346,57.2407,4.7169,0.4088,660.4697
002905,金逸影视,9.8959,27.284000000000002,56.5449,4.775,0.9251,291.8603
002306,*ST云网,6.6944,40.3322,56.2738,4.798,0.8498,317.7218
600900,长江电力,8.0541,33.5233,54.1733,4.984,3.0574,88.3103
600004,白云机场,6.4447,41.8949,53.8979,5.0095,1.3009,207.5486
300496,中科创达,2.0908,129.1372,53.8135,5.0173,0.5725,471.6157
600029,南方航空,35.3077,7.6471,52.3134,5.1612,4.3449,62.1418
002040,南京港,5.5488,48.6592,51.54600000000001,5.2379999999999995,0.7967,338.898
600985,淮北矿业,63.7811,4.2332,50.7214,5.3232,6.9239999999999995,38.9948
600588,用友网络,3.0618,88.1834,50.3613,5.3613,0.6523,413.92
000022,深赤湾A,5.9852,45.1113,50.1785,5.3808,1.7102,157.8763
300640,德艺文创,4.1207,65.5228,49.0293,5.5069,1.3324,202.6418
002467,二六三,6.7999,39.7065,48.9165,5.5196,0.7072,381.7873
600774,汉商集团,143.3559,1.8834,48.707,5.5434,4.7732,56.5658
002095,生意宝,46.3642,5.8235,48.5691,5.5591,0.261,1034.4828
603103,横店影视,51.3668,5.2563,47.8135,5.6469,1.4744,183.1253
002561,徐家汇,62.0207,4.3534,47.2338,5.7162,0.9088,297.0951
600747,ST大控,17.4766,15.4492,46.5006,5.8064,0.6923,390.0043
603032,德新交运,12.8635,20.9896,46.497,5.8068,0.2503,1078.7056
600917,重庆燃气,18.6353,14.4886,46.246,5.8383,1.755,153.8462
600113,浙江东日,16.3359,16.528,43.5847,6.1948,1.3696,197.1379
300377,赢时胜,1.0319,261.6533,43.4016,6.221,0.3178,849.5909
002930,宏川智慧,1.7289,156.1687,43.3131,6.2337,1.0485,257.5107
600242,中昌数据,3.5441,76.183,42.3251,6.3792,1.3144,205.4169
600717,天津港,5.784,46.6805,41.8836,6.4464,1.1252,239.9573
600007,中国国贸,,,41.5523,6.4978,1.7537,153.9602
601111,中国国航,23.5479,11.466,41.4218,6.5183,4.4073,61.262
002210,飞马国际,15.1424,17.8307,40.3202,6.6964,2.2855,118.1361
002492,恒基达鑫,3.0572,88.3161,40.3132,6.6976,0.4049,666.8313
002259,ST升达,2.1668,124.6077,39.773,6.7885,0.4323,624.5663
601333,广深铁路,,,39.4357,6.8466,2.3087,116.9489
600780,通宝能源,16.3796,16.4839,39.0754,6.9097,1.3711,196.9222
002739,万达电影,8.441,31.9867,38.8032,6.9582,2.3577,114.5184
002302,西部建设,1.3215,204.3133,38.5445,7.0049,0.8071,334.531
000155,川能动力,2.53,106.7194,38.1533,7.0767,0.8269,326.5207
603128,华贸物流,3.7231,72.5202,38.1081,7.0851,1.8377,146.9228
000430,张家界,,,38.0367,7.0984,1.4653,184.2626
000626,远大控股,70.4619,3.8319,37.8829,7.1272,6.0669,44.5038
002928,华夏航空,5.1166,52.7694,37.8159,7.1399,1.4927,180.8803
002315,焦点科技,9.853,27.4028,37.7106,7.1598,0.4101,658.3760000000001
603000,人民网,2.4419,110.5696,37.2369,7.2509,0.3858,699.8445
600168,武汉控股,0.5312,508.2831,37.0359,7.2902,0.34600000000000003,780.3468
603069,海汽集团,15.7996,17.089000000000002,36.4015,7.4173,1.2154,222.1491
000613,大东海A,56.5696,4.7729,36.3756,7.4226,1.4699,183.68599999999998
002267,陕天然气,8.7442,30.8776,36.0776,7.4839,2.7173,99.3633
000520,长航凤凰,7.9676,33.8872,35.8763,7.5259,1.6680000000000001,161.8705
300578,会畅通讯,2.3684,114.001,34.7553,7.7686,0.6456,418.2156
000885,城发环境,14.4883,18.6357,34.125,7.9121,2.0913,129.1063
002911,佛燃股份,14.4341,18.7057,33.7055,8.0106,2.1834,123.6603
000875,吉电股份,2.1472,125.7452,33.6411,8.0259,1.1242,240.1708
600115,东方航空,,,33.2822,8.1124,4.4732,60.3595
002164,宁波东力,2.8825,93.6687,33.1753,8.1386,1.1058,244.1671
600804,鹏博士,12.5483,21.5169,33.0858,8.1606,1.0683,252.738
603533,掌阅科技,7.5143,35.9315,32.8226,8.226,1.0897,247.7746
600593,大连圣亚,139.2405,1.9391,32.5975,8.2828,0.9229999999999999,292.5244
000715,中兴商业,2001.9182,0.1349,32.479,8.3131,1.8946,142.5103
600387,海越能源,47.49100000000001,5.6853,31.7339,8.5083,5.7792,46.7193
601018,宁波港,6.689,40.3648,31.4165,8.5942,1.0653,253.4497
002044,美年健康,3.0155,89.5374,31.3055,8.6247,1.1839,228.0598
600798,宁波海运,8.8006,30.6797,31.2987,8.6266,2.6674,101.2222
002148,北纬科技,5.9046,45.7271,31.2687,8.6348,0.2743,984.3237
600348,阳泉煤业,8.6231,31.3112,31.0747,8.6887,1.8469,146.1909
600532,宏达矿业,19.5745,13.7935,31.0521,8.6951,1.1416,236.5102
600017,日照港,6.59,40.9712,30.9834,8.7143,1.3521,199.6894
603817,海峡环保,2.5935,104.1064,30.448,8.8676,1.1701,230.7495
300343,联创互联,1.3728,196.6783,30.0818,8.9755,1.0102,267.2738
002769,普路通,3.6227,74.53,30.0464,8.9861,0.3016,895.2255
600021,上海电力,3.6957,73.0579,29.9933,9.002,1.4931,180.8318
000509,华塑控股,16.241,16.6246,29.8479,9.0459,5.5254,48.8652
300226,上海钢联,59.8825,4.5088,29.7905,9.0633,6.9449,38.8774
300284,苏交科,0.8581,314.6486,29.5137,9.1483,0.6422,420.4298
000516,国际医学,24.7002,10.9311,29.3921,9.1861,0.7545,357.8529
600618,氯碱化工,24.2827,11.119000000000002,29.2962,9.2162,3.1634,85.3512
300738,奥飞数据,3.0892,87.4013,29.2757,9.2227,1.1238,240.2563
002238,天威视讯,16.7264,16.1421,29.2183,9.2408,0.6702,402.8648
603123,翠微股份,83.9007,3.2181,29.1704,9.256,1.7983,150.1418
300364,中文在线,3.0660000000000003,88.0626,28.6593,9.421,0.6385,422.8661
300240,飞力达,4.7059,57.3748,28.6262,9.4319,1.6929,159.4896
600763,通策医疗,18.9451,14.2517,28.2347,9.5627,1.8869999999999998,143.0843
603003,龙宇燃油,13.2942,20.3096,28.1075,9.606,2.6729,101.0139
601006,大秦铁路,10.001,26.9973,27.9977,9.6436,2.3048,117.1468
603199,九华旅游,33.2518,8.1199,27.9742,9.6518,1.0997,245.5215
000416,民生控股,0.7809999999999999,345.7106,27.5874,9.7871,0.0106,25471.6981
300036,超图软件,1.5472,174.5088,27.5507,9.8001,0.6432,419.7761
601008,连云港,2.9284,92.2005,27.5239,9.8097,0.8638,312.5724
603881,数据港,3.1769,84.9885,27.1541,9.9432,0.9421,286.5938
000096,广聚能源,177.5005,1.5211,27.1142,9.9579,0.83,325.3012
000883,湖北能源,7.0813,38.1286,26.9263,10.0274,2.1791,123.9044
002187,广百股份,35.7748,7.5472,26.926,10.0275,2.3015,117.3148
600101,明星电力,43.1365,6.2592,26.5586,10.1662,1.8043,149.6425
002320,海峡股份,19.2359,14.0363,25.9912,10.3881,0.589,458.4041
002811,亚泰国际,1.0237,263.7491,25.1675,10.7281,0.7064,382.2197
000600,建投能源,6.212999999999999,43.4573,25.1054,10.7547,1.8364,147.0268
600277,亿利洁能,11.6996,23.0777,24.7985,10.8878,1.015,266.0099
300063,天龙集团,,,24.6014,10.975,2.719,99.3012
002840,华统股份,151.7254,1.7795,24.5938,10.9784,6.5036,41.5155
600236,桂冠电力,7.0576,38.2566,24.3926,11.0689,1.7481,154.4534
601919,中远海控,,,24.3674,11.0804,1.5826,170.6053
600395,盘江股份,8.0163,33.6814,24.3137,11.1049,0.9862,273.7781
600617,国新能源,9.1781,29.4179,24.0634,11.2204,1.3518,199.7337
601360,三六零,3.8715,69.7404,23.9862,11.2565,0.6114,441.6094
000582,北部湾港,6.4815,41.657,23.6994,11.3927,1.3555,199.1885
603393,新天然气,4.8246,55.9632,23.449,11.5144,0.4056,665.6805
000025,特力A,4.581,58.9391,23.3047,11.5856,0.5593,482.7463
002386,天原集团,53.5011,5.0466,23.2394,11.6182,2.8553,94.561
000669,金鸿控股,4.4861,60.1859,23.15,11.6631,1.5861,170.2289
603060,国检集团,5.8254,46.3487,23.1142,11.6811,0.7842,344.2999
600250,南纺股份,7.5478,35.772,22.943,11.7683,1.2931,208.8006
600642,申能股份,11.890999999999998,22.7062,22.8556,11.8133,2.1066,128.1686
600278,东方创业,16.1849,16.6822,22.8553,11.8135,2.5912,104.1988
002279,久其软件,3.2306,83.5758,22.7763,11.8544,0.7708,350.2854
600180,瑞茂通,7.1573,37.7237,22.4982,12.001,1.4598,184.9568
600054,黄山旅游,18.2201,14.8188,22.4616,12.0205,0.5432,497.0545
600190,锦州港,16.1174,16.7521,21.7866,12.3929,1.7587,153.5225
600426,华鲁恒升,299.6587,0.9009999999999999,21.6286,12.4835,3.2467,83.1614
600157,永泰能源,4.9817,54.1984,21.5543,12.5265,1.0499,257.1673
000819,岳阳兴长,86.3436,3.127,21.5475,12.5305,2.3768,113.5981
601330,绿色动力,4.2933,62.8887,21.4314,12.5983,0.7211,374.42800000000005
600787,中储股份,20.3354,13.2773,21.4228,12.6034,2.762,97.7552
601225,陕西煤业,9.7247,27.7644,21.2632,12.698,1.3453,200.6987
601086,国芳集团,234.4834,1.1515,21.2508,12.7054,2.0683,130.542
000156,华数传媒,3.2433,83.2485,21.1557,12.7625,0.2833,953.0533
000607,华媒控股,2.8787,93.7923,21.1304,12.7778,0.7722,349.6503
000017,深中华A,3.9577,68.2214,21.115,12.7871,1.5594,173.1435
600397,*ST安煤,5.8849,45.8801,21.0935,12.8002,1.1909,226.7193
600863,内蒙华电,5.1423,52.5057,20.9321,12.8988,2.7663,97.6033
600188,兖州煤业,,,20.7161,13.0333,1.8226,148.14
600462,九有股份,3.0034,89.8981,20.4602,13.1964,0.5544,487.01300000000003
600396,金山股份,6.7242,40.1535,20.395,13.2385,2.5877,104.3398
002082,万邦德,35.7712,7.547999999999999,20.3466,13.27,7.2285,37.3521
002517,恺英网络,1.5642,172.6122,20.3294,13.2813,0.625,432.0
300288,朗玛信息,4.1545,64.9898,20.2696,13.3204,0.8178,330.1541
002131,利欧股份,2.0572,131.2464,20.1491,13.4001,1.2888,209.4972
603866,桃李面包,8.72,30.9633,19.9674,13.522,1.8177,148.5394
600293,三峡新材,8.2901,32.569,19.9405,13.5403,2.4966,108.1471
000037,深南电A,10.7178,25.1917,19.885,13.5781,1.1604,232.6784
600821,津劝业,533.8207,0.5058,19.8211,13.6218,1.1635,232.0584
000533,万家乐,7.4229,36.3739,19.636,13.7503,2.8878,93.4968
002608,江苏国信,8.67,31.1419,19.5938,13.7799,1.7394,155.2259
600234,ST山水,6.6862,40.3817,19.5009,13.8455,2.4806,108.8446
002221,东华能源,34.478,7.8311,19.2215,14.0468,2.2949,117.6522
000890,法尔胜,,,19.1792,14.0778,0.1787,1510.9121
600027,华电国际,,,19.0765,14.1535,2.5679,105.1443
300231,银信科技,1.3522,199.6746,19.0513,14.1723,0.7524,358.8517
002789,建艺集团,1.3649,197.8167,18.977999999999998,14.227,0.7772,347.4009
002316,亚联发展,4.7475,56.872,18.8751,14.3046,1.931,139.8239
600859,王府井,102.5768,2.6322,18.7497,14.4002,2.1745,124.1665
600390,五矿资本,223.7065,1.2069,18.712,14.4292,0.1244,2170.4179999999997
002247,聚力文化,1.9197,140.64700000000002,18.6414,14.4839,1.1032,244.7426
603693,江苏新能,1.6178,166.8933,18.6292,14.4934,0.4908,550.1222
300500,启迪设计,1.5430000000000001,174.9838,18.5214,14.5777,0.6435,419.5804
600546,山煤国际,10.6066,25.4558,18.410999999999998,14.6651,1.76,153.4091
000966,长源电力,7.4925,36.036,18.3189,14.7389,3.5599,75.8448
601918,新集能源,13.3799,20.1795,18.255,14.7905,2.6231,102.9316
000703,恒逸石化,43.2483,6.242999999999999,18.123,14.8982,3.7394,72.2041
603165,荣晟环保,8.1533,33.1154,18.0913,14.9243,1.9518,138.3338
603871,嘉友国际,26.6874,10.1171,18.084,14.9303,2.4961,108.1687
600418,江淮汽车,8.5713,31.5005,17.9697,15.0253,1.49,181.2081
000985,大庆华科,8794.4478,0.0307,17.9198,15.0671,3.8154,70.7658
603797,联泰环保,7.4909,36.0437,17.9154,15.0708,0.5183,520.9338
603828,柯利达,0.7269,371.4404,17.719,15.2379,0.5334,506.1867
300023,宝德股份,14.2207,18.9864,17.7039,15.2509,0.0786,3435.1145
600635,大众公用,11.4663,23.5473,17.5698,15.3673,0.6259,431.3788
002408,齐翔腾达,15.5378,17.377,17.5674,15.3694,3.1430000000000002,85.9052
000683,远兴能源,30.9516,8.7233,17.5177,15.413,1.0643,253.6879
002207,ST准油,1.1645,231.8592,17.4466,15.4758,0.6352,425.06300000000005
600561,江西长运,6.3051,42.8225,17.2815,15.6236,1.1435,236.1172
002398,建研集团,1.443,187.1102,17.2451,15.6566,0.8504,317.4976
002822,中装建设,1.1403,236.7798,17.2408,15.6605,0.7368,366.4495
601228,广州港,9.4859,28.4633,17.1783,15.7175,1.8921,142.6986
002712,思美传媒,3.6035,74.9272,17.0982,15.7911,1.4457,186.7607
603882,金域医学,2.6456,102.0562,17.0205,15.8632,1.5593,173.1546
601828,美凯龙,5.7655,46.8303,16.9967,15.8854,0.6814,396.24300000000005
000544,中原环保,,,16.9002,15.9761,0.3743,721.3465
600706,曲江文旅,1.9436,138.9175,16.8984,15.9778,1.1808,228.6585
002878,元隆雅图,2.4038,112.3222,16.7534,16.1161,0.9827,274.7532
000906,浙商中拓,15.546,17.3678,16.623,16.2426,4.3171,62.542
601000,唐山港,10.0641,26.828000000000003,16.589000000000002,16.2758,1.2159,222.0577
000637,茂化实华,58.6603,4.6028,16.5389,16.3251,4.1412,65.1985
000958,东方能源,3.7763,71.4986,16.3151,16.5491,1.1916,226.5861
002155,湖南黄金,45.7209,5.9054,16.3107,16.5536,4.9741,54.2812
600795,国电电力,6.0194,44.855,16.133,16.7359,2.2206,121.5888
600856,中天能源,3.8875,69.4534,16.034000000000002,16.8392,0.9286,290.7603
600725,ST云维,,,15.963,16.9141,2.1801,123.8475
002711,欧浦智网,7.638,35.3496,15.8435,17.0417,1.9195,140.6616
000937,冀中能源,4.8033,56.2114,15.735,17.1592,0.8721,309.5975
600759,洲际油气,6.4044,42.1585,15.6436,17.2595,0.7878,342.7266
601991,大唐发电,6.7322,40.1058,15.6341,17.2699,2.476,109.0468
300378,鼎捷软件,6.1469,43.9246,15.5884,17.3206,0.9742,277.1505
601139,深圳燃气,21.684,12.4516,15.5514,17.3618,1.9548,138.1215
300113,顺网科技,7.0575,38.2572,15.5348,17.3803,0.7254,372.2084
002295,精艺股份,5.1653,52.2719,15.4956,17.4243,2.7643,97.6739
603099,长白山,37.2593,7.2465,15.4192,17.5106,1.2633,213.726
300735,光弘科技,3.7742,71.5383,15.3959,17.5371,0.91,296.7033
603167,渤海轮渡,53.1534,5.0796,15.3905,17.5433,1.0374,260.26599999999996
600505,西昌电力,5.9226,45.5881,15.3634,17.5742,1.4882,181.4272
300634,彩讯股份,1.6269,165.9598,15.2631,17.6897,0.6297,428.7756
002555,三七互娱,4.8896,55.2192,15.2179,17.7423,1.3905,194.1748
000554,泰山石油,1519.7874,0.1777,15.21,17.7515,8.4132,32.0924
603136,天目湖,56.6274,4.768,15.2053,17.757,1.4071,191.88400000000001
600128,弘业股份,6.9696,38.7397,15.0243,17.9709,1.7757,152.0527
603101,汇嘉时代,54.7552,4.931,14.8697,18.1577,4.1879,64.4715
000755,*ST三维,7.1279,37.8793,14.8452,18.1877,1.3816,195.4256
002586,围海股份,1.5686,172.128,14.7672,18.2838,0.4347,621.118
000523,广州浪奇,3.1254,86.3889,14.7532,18.3011,1.8412,146.6435
000603,盛达矿业,124.6211,2.1666,14.7514,18.3033,1.3402,201.4625
600726,华电能源,5.2887,51.0522,14.6633,18.4133,1.6889,159.8674
600403,大有能源,4.9477,54.5708,14.6287,18.4569,0.8131,332.0625
600733,北汽蓝谷,0.9945,271.4932,14.5442,18.5641,0.7615,354.5634
600428,中远海特,6.553,41.2025,14.4847,18.6404,1.864,144.8498
002654,万润科技,2.5758,104.8218,14.4831,18.6424,1.38,195.6522
601326,秦港股份,59.442,4.5422,14.4696,18.6598,1.6527,163.369
000905,厦门港务,11.9354,22.6218,14.4037,18.7452,3.7163,72.6529
601678,滨化股份,41.1613,6.5596,14.2746,18.9147,2.1861,123.5076
300082,奥克股份,10.9131,24.7409,14.2681,18.9233,1.8097,149.196
600754,锦江股份,,,14.2402,18.9604,1.0112,267.0095
603787,新日股份,31.2864,8.6299,14.1783,19.0432,1.5719,171.7667
002091,江苏国泰,,,14.0889,19.164,1.7534,153.9865
002047,宝鹰股份,0.9153,294.9853,14.0511,19.2156,0.6496,415.6404
002781,奇信股份,1.1753,229.7286,13.9494,19.3557,0.8384,322.04200000000003
000510,金路集团,108.2428,2.4944,13.8799,19.4526,3.1988,84.4067
300621,维业股份,1.4412,187.3439,13.755999999999998,19.6278,0.8905,303.2004
603898,好莱客,89.7302,3.009,13.67,19.7513,0.9835,274.5297
002354,天神娱乐,2.6957,100.1595,13.6523,19.7769,0.6701,402.9249
600023,浙能电力,8.9872,30.0427,13.5729,19.8926,1.851,145.8671
600247,*ST成城,1.0321,261.6026,13.4978,20.0033,0.0986,2738.3367
600011,华能国际,,,13.4451,20.0817,2.4699,109.3162
002109,兴化股份,11.3932,23.6983,13.4056,20.1408,1.7388,155.2795
600490,鹏欣资源,34.5253,7.8204,13.3658,20.2008,2.84,95.0704
600228,ST昌九,14.2024,19.0109,13.3313,20.2531,2.2268,121.2502
000868,安凯客车,0.9684,278.8104,13.3259,20.2613,0.3467,778.7713
603225,新凤鸣,97.9266,2.7572,13.2542,20.3709,4.4482,60.6987
300174,元力股份,12.4025,21.7698,13.0584,20.6763,2.4404,110.6376
600090,同济堂,2.8956,93.2449,12.9788,20.8032,1.4011,192.7057
600997,开滦股份,7.7584,34.801,12.9719,20.8142,1.6546,163.1814
300556,丝路视觉,1.6504,163.5967,12.9455,20.8567,0.8998,300.0667
300042,朗科科技,11.4757,23.528000000000002,12.8905,20.9457,0.9567,282.2201
600758,红阳能源,4.8541,55.6231,12.8771,20.9675,0.7849,343.9929
002636,金安国纪,3.4965,77.2201,12.8269,21.0495,0.8902,303.3026
600644,乐山电力,26.820999999999998,10.0667,12.7313,21.2076,2.6345,102.4862
600826,兰生股份,16.3691,16.4945,12.5412,21.529,0.8101,333.2922
002748,世龙实业,10.7341,25.1535,12.5367,21.5368,1.6343,165.2083
601368,绿城水务,4.9486,54.5609,12.535,21.5397,0.6829999999999999,395.3148
600740,山西焦化,18.4344,14.6465,12.5189,21.5674,0.9739,277.2359
002416,爱施德,35.2126,7.6677,12.4606,21.6683,3.5525,76.0028
600212,江泉实业,1.4786,182.6052,12.4228,21.7342,0.6859999999999999,393.586
000698,沈阳化工,157.5381,1.7139,12.3894,21.7928,1.9980000000000002,135.1351
600081,东风科技,3.0124,89.6295,12.3653,21.8353,1.2962,208.3012
600408,*ST安泰,5.7263,47.1509,12.353,21.857,2.9895,90.3161
002377,国创高新,6.9724,38.7241,12.349,21.8641,1.3434,200.9826
300612,宣亚国际,1.3742,196.47799999999998,12.3403,21.8795,0.5135,525.8033
600886,国投电力,7.0593,38.2474,12.2971,21.9564,1.829,147.6217
600271,航天信息,12.6629,21.3221,12.2753,21.9954,1.4833,182.0266
600575,皖江物流,8.7227,30.9537,12.2578,22.0268,2.1879,123.406
600822,上海物贸,60.2908,4.4783,12.2446,22.0505,3.8595,69.9572
002092,中泰化学,21.7783,12.3977,12.2061,22.1201,2.0008,134.946
