AvgPrice,AvpPeoPle,BoxOffice,BoxOffice_Up,IRank,MovieDay,MovieName,SumBoxOffice,WomIndex
31,4,742,-26,1,5,飓风奇劫,6634,
35,2,531,-25,2,5,胡桃夹子和四个王国,9480,
32,4,416,-20,3,5,流浪猫鲍勃,3834,
33,4,297,-23,4,38,无双,126058,
36,2,201,-30,5,12,铁血战士,21069,
32,1,138,-35,6,5,冰封侠:时空行者,3063,
31,3,113,-22,7,26,嗝嗝老师,14329,
32,1,65,-28,8,12,昨日青空,8145,
33,1,65,-22,9,6,滴答屋,1800,
31,3,63,-38,10,33,找到你,28194,
